# OWD receiver: AF43  port=5003
[1784627694.455364] seq=1 owd=27.297 ms
[1784627694.629269] seq=2 owd=181.180 ms
[1784627694.870598] seq=3 owd=402.508 ms
[1784627695.112176] seq=4 owd=624.102 ms
[1784627695.465971] seq=9 owd=877.887 ms
[1784627695.707793] seq=20 owd=899.705 ms
[1784627696.368173] seq=53 owd=900.053 ms
[1784627697.028279] seq=86 owd=900.190 ms
[1784627697.208003] seq=95 owd=899.907 ms
[1784627697.327895] seq=101 owd=899.808 ms
[1784627697.547748] seq=112 owd=899.661 ms
[1784627698.288116] seq=149 owd=900.033 ms
[1784627698.368025] seq=153 owd=899.928 ms
[1784627699.328320] seq=201 owd=900.207 ms
[1784627699.808234] seq=225 owd=900.153 ms
[1784627700.027991] seq=236 owd=899.902 ms
[1784627700.367775] seq=253 owd=899.670 ms
[1784627700.527544] seq=261 owd=899.459 ms
[1784627700.807848] seq=275 owd=899.764 ms
[1784627701.067743] seq=288 owd=899.652 ms
[1784627701.848226] seq=327 owd=900.136 ms
[1784627702.068313] seq=338 owd=900.227 ms
[1784627702.368036] seq=353 owd=899.936 ms
[1784627702.667773] seq=368 owd=899.655 ms
[1784627702.767776] seq=373 owd=899.702 ms
[1784627703.127785] seq=391 owd=899.695 ms
[1784627703.167565] seq=393 owd=899.482 ms
[1784627703.847733] seq=427 owd=899.607 ms
[1784627704.108193] seq=440 owd=900.083 ms
[1784627704.147949] seq=442 owd=899.840 ms
[1784627704.367663] seq=453 owd=899.538 ms
[1784627704.767958] seq=473 owd=899.842 ms
[1784627704.907771] seq=480 owd=899.673 ms
[1784627705.087821] seq=489 owd=899.723 ms
[1784627705.107757] seq=490 owd=899.662 ms
[1784627705.327890] seq=501 owd=899.799 ms
[1784627706.488659] seq=559 owd=900.569 ms
[1784627706.528153] seq=561 owd=900.066 ms
[1784627706.887893] seq=579 owd=899.788 ms
[1784627707.087780] seq=589 owd=899.671 ms
[1784627707.107196] seq=590 owd=899.100 ms
[1784627707.848212] seq=627 owd=900.099 ms
[1784627708.128291] seq=641 owd=900.204 ms
[1784627708.447825] seq=657 owd=899.751 ms
[1784627708.747824] seq=672 owd=899.737 ms
[1784627708.827746] seq=676 owd=899.655 ms
[1784627709.427920] seq=706 owd=899.840 ms
[1784627709.928329] seq=731 owd=900.196 ms
[1784627710.067991] seq=738 owd=899.901 ms
[1784627710.287737] seq=749 owd=899.647 ms
[1784627710.747763] seq=772 owd=899.674 ms
[1784627711.328325] seq=801 owd=900.228 ms
