# OWD receiver: AF42  port=5002
[1752378458.068501] seq=1 owd=10.138 ms
[1752378458.088479] seq=2 owd=10.098 ms
[1752378458.108550] seq=3 owd=10.164 ms
[1752378458.128556] seq=4 owd=10.158 ms
[1752378458.148525] seq=5 owd=10.141 ms
[1752378458.168691] seq=6 owd=10.167 ms
[1752378458.188510] seq=7 owd=10.122 ms
[1752378458.208479] seq=8 owd=10.104 ms
[1752378458.228466] seq=9 owd=10.089 ms
[1752378458.248433] seq=10 owd=10.060 ms
[1752378458.268425] seq=11 owd=10.055 ms
[1752378458.288541] seq=12 owd=10.145 ms
[1752378458.308535] seq=13 owd=10.141 ms
[1752378458.328507] seq=14 owd=10.118 ms
[1752378458.348463] seq=15 owd=10.081 ms
[1752378458.368462] seq=16 owd=10.089 ms
[1752378458.451390] seq=20 owd=13.003 ms
[1752378458.551426] seq=25 owd=13.001 ms
[1752378458.711386] seq=33 owd=13.015 ms
[1752378458.811424] seq=38 owd=13.053 ms
[1752378458.871350] seq=41 owd=12.979 ms
[1752378459.111483] seq=53 owd=13.085 ms
[1752378459.171407] seq=56 owd=13.014 ms
[1752378459.271451] seq=61 owd=13.052 ms
[1752378459.431388] seq=69 owd=13.001 ms
[1752378459.771480] seq=86 owd=13.049 ms
[1752378459.831400] seq=89 owd=12.983 ms
[1752378459.891351] seq=92 owd=12.965 ms
[1752378459.991366] seq=97 owd=12.990 ms
[1752378460.151325] seq=105 owd=12.941 ms
[1752378460.311273] seq=113 owd=12.882 ms
[1752378460.551400] seq=125 owd=13.012 ms
[1752378460.611346] seq=128 owd=12.969 ms
[1752378460.711339] seq=133 owd=12.960 ms
[1752378460.911374] seq=143 owd=12.983 ms
[1752378461.011394] seq=148 owd=13.005 ms
[1752378461.111410] seq=153 owd=13.015 ms
[1752378461.271357] seq=161 owd=12.983 ms
[1752378461.371414] seq=166 owd=13.038 ms
[1752378461.471483] seq=171 owd=13.095 ms
[1752378461.791330] seq=187 owd=12.955 ms
[1752378461.831409] seq=189 owd=13.015 ms
[1752378461.991328] seq=197 owd=12.946 ms
[1752378462.231475] seq=209 owd=13.066 ms
[1752378462.271144] seq=211 owd=12.496 ms
[1752378462.291394] seq=212 owd=13.009 ms
[1752378462.351340] seq=215 owd=12.965 ms
[1752378462.388492] seq=217 owd=10.111 ms
[1752378462.451371] seq=220 owd=13.000 ms
[1752378462.511328] seq=223 owd=12.915 ms
[1752378462.911395] seq=243 owd=13.004 ms
[1752378463.011410] seq=248 owd=13.018 ms
[1752378463.171354] seq=256 owd=12.977 ms
[1752378463.271376] seq=261 owd=13.009 ms
