# OWD receiver: AF43  port=5003
[1782823649.913894] seq=1 owd=0.202 ms
[1782823649.946561] seq=2 owd=12.830 ms
[1782823650.006662] seq=3 owd=52.932 ms
[1782823650.154433] seq=9 owd=80.706 ms
[1782823650.354434] seq=19 owd=80.711 ms
[1782823650.474430] seq=25 owd=80.704 ms
[1782823650.694436] seq=36 owd=80.715 ms
[1782823650.834422] seq=43 owd=80.698 ms
[1782823650.914431] seq=47 owd=80.718 ms
[1782823650.954413] seq=49 owd=80.695 ms
[1782823651.034421] seq=53 owd=80.692 ms
[1782823651.074394] seq=55 owd=80.673 ms
[1782823651.134414] seq=58 owd=80.687 ms
[1782823651.254448] seq=64 owd=80.722 ms
[1782823651.394425] seq=71 owd=80.705 ms
[1782823651.454415] seq=74 owd=80.687 ms
[1782823651.494409] seq=76 owd=80.680 ms
[1782823651.514395] seq=77 owd=80.666 ms
[1782823651.534444] seq=78 owd=80.638 ms
[1782823651.794420] seq=91 owd=80.695 ms
[1782823651.814433] seq=92 owd=80.693 ms
[1782823651.834367] seq=93 owd=80.646 ms
[1782823651.914431] seq=97 owd=80.677 ms
[1782823651.994397] seq=101 owd=80.677 ms
[1782823652.154410] seq=109 owd=80.689 ms
[1782823652.374427] seq=120 owd=80.704 ms
[1782823652.394409] seq=121 owd=80.682 ms
[1782823652.414395] seq=122 owd=80.666 ms
[1782823652.434347] seq=123 owd=80.630 ms
[1782823652.534417] seq=128 owd=80.694 ms
[1782823652.574427] seq=130 owd=80.701 ms
[1782823652.694416] seq=136 owd=80.703 ms
[1782823652.714391] seq=137 owd=80.672 ms
[1782823653.134448] seq=158 owd=80.707 ms
[1782823653.154385] seq=159 owd=80.672 ms
[1782823653.514426] seq=177 owd=80.703 ms
[1782823653.554409] seq=179 owd=80.687 ms
[1782823653.574383] seq=180 owd=80.663 ms
[1782823653.994435] seq=201 owd=80.716 ms
[1782823654.054380] seq=204 owd=80.684 ms
[1782823654.134416] seq=208 owd=80.693 ms
[1782823654.194409] seq=211 owd=80.687 ms
[1782823654.314432] seq=217 owd=80.710 ms
[1782823654.354424] seq=219 owd=80.681 ms
[1782823654.474431] seq=225 owd=80.705 ms
[1782823654.494401] seq=226 owd=80.672 ms
[1782823654.534374] seq=228 owd=80.653 ms
[1782823654.574407] seq=230 owd=80.651 ms
[1782823654.754417] seq=239 owd=80.694 ms
[1782823655.034433] seq=253 owd=80.710 ms
[1782823655.174443] seq=260 owd=80.710 ms
[1782823655.234401] seq=263 owd=80.683 ms
[1782823655.254372] seq=264 owd=80.660 ms
[1782823655.314431] seq=267 owd=80.694 ms
[1782823655.334360] seq=268 owd=80.652 ms
[1782823655.394374] seq=271 owd=80.653 ms
[1782823655.454428] seq=274 owd=80.686 ms
[1782823655.654404] seq=284 owd=80.694 ms
[1782823655.734435] seq=288 owd=80.718 ms
[1782823655.814404] seq=292 owd=80.677 ms
[1782823655.854410] seq=294 owd=80.690 ms
[1782823655.914411] seq=297 owd=80.693 ms
[1782823655.954388] seq=299 owd=80.673 ms
[1782823655.994362] seq=301 owd=80.648 ms
[1782823656.034373] seq=303 owd=80.657 ms
[1782823656.094413] seq=306 owd=80.685 ms
[1782823656.134399] seq=308 owd=80.676 ms
[1782823656.154380] seq=309 owd=80.663 ms
[1782823656.354464] seq=319 owd=80.733 ms
[1782823656.414394] seq=322 owd=80.678 ms
[1782823656.454404] seq=324 owd=80.680 ms
[1782823656.594443] seq=331 owd=80.714 ms
[1782823656.614409] seq=332 owd=80.681 ms
[1782823656.694421] seq=336 owd=80.694 ms
[1782823656.734397] seq=338 owd=80.669 ms
[1782823656.954417] seq=349 owd=80.702 ms
[1782823657.154425] seq=359 owd=80.697 ms
[1782823657.294439] seq=366 owd=80.715 ms
[1782823657.334392] seq=368 owd=80.671 ms
[1782823657.454429] seq=374 owd=80.708 ms
[1782823657.494400] seq=376 owd=80.684 ms
[1782823657.634422] seq=383 owd=80.709 ms
[1782823657.674435] seq=385 owd=80.706 ms
[1782823657.774415] seq=390 owd=80.692 ms
[1782823657.854449] seq=394 owd=80.691 ms
[1782823657.934408] seq=398 owd=80.670 ms
[1782823658.034435] seq=403 owd=80.708 ms
[1782823658.074405] seq=405 owd=80.679 ms
[1782823658.314427] seq=417 owd=80.705 ms
[1782823658.474428] seq=425 owd=80.699 ms
[1782823658.494424] seq=426 owd=80.694 ms
[1782823658.614424] seq=432 owd=80.692 ms
[1782823658.794418] seq=441 owd=80.698 ms
[1782823658.974440] seq=450 owd=80.712 ms
[1782823658.994391] seq=451 owd=80.667 ms
[1782823659.194394] seq=461 owd=80.693 ms
[1782823659.414431] seq=472 owd=80.704 ms
[1782823659.434468] seq=473 owd=80.686 ms
[1782823659.614447] seq=482 owd=80.724 ms
[1782823659.854444] seq=494 owd=80.709 ms
[1782823659.894399] seq=496 owd=80.679 ms
[1782823659.974389] seq=500 owd=80.682 ms
[1782823660.014387] seq=502 owd=80.676 ms
[1782823660.154442] seq=509 owd=80.710 ms
[1782823660.174402] seq=510 owd=80.685 ms
[1782823660.234450] seq=513 owd=80.689 ms
[1782823660.314423] seq=517 owd=80.692 ms
[1782823660.354431] seq=519 owd=80.696 ms
