time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,1410398018,725371021,380192346
2,1786758262,893056494,446510764
3,1785755171,892564280,446251089
4,1784001574,891683582,445819391
5,1784457455,891906958,445935882
6,1787225942,893295558,446621098
7,1786465532,892892555,446433528
8,1785499174,892445675,446191576
9,1785798401,892568481,446275409
10,1785535178,892454461,446200415
11,1785526392,892436782,446191844
12,1785941308,892657972,446311055
13,1783894045,891611968,445783906
14,1785105163,892244460,446091406
15,1787904515,893621133,446788268
16,1785615703,892490089,446227526
17,1785365395,892364774,446155894
18,1786465800,892910557,446433313
19,1781828146,890592826,445278714
20,1752311742,875837475,437891950
21,1390492017,717399027,358892394
22,1784729966,892042780,446003791
23,1786278015,892821353,446388845
24,1785812704,892579884,446263315
25,1784555669,891960642,445962697
26,1786537540,892955293,446451034
27,1785342330,892344753,446150165
28,1785883530,892615566,446281532
29,1785874636,892615673,446289996
30,1785401130,892382829,446173681
31,1785222346,892284141,446119944
32,1785422829,892398425,446168202
33,1786767272,893065826,446510764
34,1786176057,892752037,446358509
35,1784336268,891863751,445914449
36,1785311066,892320091,446138053
37,1786982113,893173031,446564340
38,1784350332,891862242,445909204
39,1787109681,893223980,446585201
40,1784389552,891873158,445914157
41,1788596003,931897147,484827135
42,1787913824,893629850,446788083
43,1784291174,891827992,445896101
44,1787263864,893301105,446632998
45,1785374204,892373906,446155918
46,1784430723,891888735,445926813
47,1786432650,892908031,446427254
48,1786617582,892982242,446468780
49,1785592443,892469998,446221725
50,1784520107,891942473,445935805
51,1786901615,893119509,446546535
52,1784640559,892007044,445977164
53,1784426361,891914337,445948146
54,1786707162,893000191,446460047
55,1786185037,892779145,446376392
56,1785379119,892367083,446161312
57,1786050402,892707579,446331695
58,1785123442,892239673,446093371
59,1785691248,892523681,446239817
60,1736533083,877841368,465767543
61,0,0,0
62,69,0,0
63,0,0,0
