# OWD receiver: AF43  port=5003
[1782192568.020257] seq=1 owd=0.090 ms
[1782192568.040335] seq=2 owd=0.117 ms
[1782192568.100379] seq=3 owd=40.161 ms
[1782192568.160460] seq=4 owd=80.257 ms
[1782192568.280902] seq=10 owd=80.706 ms
[1782192568.400903] seq=16 owd=80.706 ms
[1782192568.440897] seq=18 owd=80.694 ms
[1782192568.500910] seq=21 owd=80.697 ms
[1782192568.580890] seq=25 owd=80.688 ms
[1782192568.820961] seq=37 owd=80.738 ms
[1782192569.161623] seq=54 owd=81.419 ms
[1782192569.201536] seq=56 owd=81.325 ms
[1782192569.220857] seq=57 owd=80.651 ms
[1782192569.300905] seq=61 owd=80.675 ms
[1782192569.560897] seq=74 owd=80.724 ms
[1782192569.640935] seq=78 owd=80.726 ms
[1782192569.680919] seq=80 owd=80.705 ms
[1782192569.800930] seq=86 owd=80.727 ms
[1782192569.900967] seq=91 owd=80.723 ms
[1782192569.940904] seq=93 owd=80.694 ms
[1782192570.180894] seq=105 owd=80.690 ms
[1782192570.220892] seq=107 owd=80.695 ms
[1782192570.360912] seq=114 owd=80.709 ms
[1782192570.380882] seq=115 owd=80.681 ms
[1782192570.460887] seq=119 owd=80.686 ms
[1782192570.620911] seq=127 owd=80.717 ms
[1782192570.660936] seq=129 owd=80.708 ms
[1782192570.880921] seq=140 owd=80.728 ms
[1782192570.920910] seq=142 owd=80.706 ms
[1782192570.960872] seq=144 owd=80.672 ms
[1782192571.101080] seq=151 owd=80.905 ms
[1782192571.120888] seq=152 owd=80.690 ms
[1782192571.180870] seq=155 owd=80.656 ms
[1782192571.380968] seq=165 owd=80.748 ms
[1782192571.460886] seq=169 owd=80.690 ms
[1782192571.640913] seq=178 owd=80.710 ms
[1782192571.700883] seq=181 owd=80.691 ms
[1782192571.860897] seq=189 owd=80.701 ms
[1782192571.940924] seq=193 owd=80.691 ms
[1782192572.000886] seq=196 owd=80.688 ms
[1782192572.200914] seq=206 owd=80.709 ms
[1782192572.240890] seq=208 owd=80.715 ms
[1782192572.340939] seq=213 owd=80.730 ms
[1782192572.360910] seq=214 owd=80.706 ms
[1782192572.400865] seq=216 owd=80.667 ms
[1782192572.420864] seq=217 owd=80.659 ms
[1782192572.500896] seq=221 owd=80.691 ms
[1782192572.660927] seq=229 owd=80.723 ms
[1782192572.760942] seq=234 owd=80.747 ms
[1782192573.100935] seq=251 owd=80.740 ms
[1782192573.160890] seq=254 owd=80.696 ms
[1782192573.180861] seq=255 owd=80.666 ms
[1782192573.261998] seq=259 owd=81.795 ms
[1782192573.280941] seq=260 owd=80.696 ms
[1782192573.620911] seq=277 owd=80.711 ms
[1782192573.720941] seq=282 owd=80.729 ms
[1782192573.780896] seq=285 owd=80.693 ms
[1782192573.980956] seq=295 owd=80.730 ms
[1782192574.180895] seq=305 owd=80.695 ms
[1782192574.280937] seq=310 owd=80.736 ms
[1782192574.400931] seq=316 owd=80.720 ms
[1782192574.420887] seq=317 owd=80.687 ms
[1782192574.480978] seq=320 owd=80.778 ms
[1782192574.500871] seq=321 owd=80.673 ms
[1782192574.560876] seq=324 owd=80.693 ms
[1782192574.760924] seq=334 owd=80.726 ms
[1782192574.820917] seq=337 owd=80.744 ms
[1782192574.920907] seq=342 owd=80.703 ms
[1782192575.140888] seq=353 owd=80.695 ms
[1782192575.200885] seq=356 owd=80.685 ms
[1782192575.460883] seq=369 owd=80.714 ms
[1782192575.660935] seq=379 owd=80.709 ms
[1782192575.740900] seq=383 owd=80.692 ms
[1782192575.920903] seq=392 owd=80.703 ms
[1782192575.960892] seq=394 owd=80.687 ms
[1782192576.060942] seq=399 owd=80.723 ms
[1782192576.420865] seq=417 owd=80.692 ms
[1782192576.520908] seq=422 owd=80.711 ms
[1782192576.540894] seq=423 owd=80.686 ms
[1782192576.560904] seq=424 owd=80.694 ms
[1782192576.580866] seq=425 owd=80.660 ms
[1782192576.720944] seq=432 owd=80.736 ms
[1782192576.860937] seq=439 owd=80.733 ms
[1782192576.880899] seq=440 owd=80.709 ms
[1782192576.940869] seq=443 owd=80.661 ms
[1782192577.000905] seq=446 owd=80.696 ms
[1782192577.080924] seq=450 owd=80.689 ms
[1782192577.140906] seq=453 owd=80.691 ms
[1782192577.220937] seq=457 owd=80.707 ms
[1782192577.260896] seq=459 owd=80.704 ms
[1782192577.340885] seq=463 owd=80.688 ms
[1782192577.360874] seq=464 owd=80.693 ms
[1782192577.580936] seq=475 owd=80.721 ms
[1782192577.680987] seq=480 owd=80.729 ms
[1782192577.840922] seq=488 owd=80.716 ms
[1782192577.900916] seq=491 owd=80.703 ms
[1782192577.920884] seq=492 owd=80.676 ms
[1782192578.080932] seq=500 owd=80.726 ms
[1782192578.360919] seq=514 owd=80.715 ms
[1782192578.720918] seq=532 owd=80.715 ms
[1782192578.760935] seq=534 owd=80.717 ms
[1782192578.820879] seq=537 owd=80.684 ms
[1782192578.840890] seq=538 owd=80.670 ms
[1782192578.860853] seq=539 owd=80.668 ms
[1782192578.920880] seq=542 owd=80.670 ms
[1782192578.940889] seq=543 owd=80.685 ms
[1782192579.320962] seq=562 owd=80.753 ms
[1782192579.360894] seq=564 owd=80.694 ms
[1782192579.420900] seq=567 owd=80.695 ms
[1782192579.460916] seq=569 owd=80.688 ms
[1782192579.480857] seq=570 owd=80.659 ms
[1782192579.500851] seq=571 owd=80.647 ms
[1782192579.740921] seq=583 owd=80.717 ms
[1782192580.020914] seq=597 owd=80.710 ms
[1782192580.060889] seq=599 owd=80.685 ms
[1782192580.080856] seq=600 owd=80.660 ms
[1782192580.200957] seq=606 owd=80.748 ms
[1782192580.240875] seq=608 owd=80.670 ms
[1782192580.321989] seq=612 owd=81.776 ms
[1782192580.360892] seq=614 owd=80.695 ms
[1782192580.380871] seq=615 owd=80.666 ms
[1782192580.440927] seq=618 owd=80.678 ms
[1782192580.640905] seq=628 owd=80.709 ms
[1782192580.740912] seq=633 owd=80.718 ms
[1782192580.760876] seq=634 owd=80.683 ms
[1782192580.800892] seq=636 owd=80.661 ms
[1782192580.820865] seq=637 owd=80.665 ms
[1782192580.960956] seq=644 owd=80.759 ms
[1782192581.100918] seq=651 owd=80.714 ms
[1782192581.240907] seq=658 owd=80.710 ms
[1782192581.260892] seq=659 owd=80.690 ms
[1782192581.340885] seq=663 owd=80.687 ms
[1782192581.360896] seq=664 owd=80.697 ms
[1782192581.620917] seq=677 owd=80.718 ms
[1782192581.860920] seq=689 owd=80.700 ms
[1782192581.880858] seq=690 owd=80.669 ms
[1782192581.920870] seq=692 owd=80.674 ms
[1782192581.940851] seq=693 owd=80.658 ms
[1782192582.240912] seq=708 owd=80.713 ms
[1782192582.260931] seq=709 owd=80.722 ms
[1782192582.280883] seq=710 owd=80.675 ms
[1782192582.380894] seq=715 owd=80.696 ms
[1782192582.600921] seq=726 owd=80.718 ms
[1782192582.760932] seq=734 owd=80.738 ms
[1782192582.820887] seq=737 owd=80.716 ms
[1782192582.840910] seq=738 owd=80.711 ms
[1782192583.100927] seq=751 owd=80.709 ms
[1782192583.120831] seq=752 owd=80.659 ms
[1782192583.240896] seq=758 owd=80.700 ms
[1782192583.360915] seq=764 owd=80.714 ms
[1782192583.560912] seq=774 owd=80.714 ms
[1782192583.660907] seq=779 owd=80.717 ms
[1782192583.780978] seq=785 owd=80.734 ms
[1782192583.820902] seq=787 owd=80.696 ms
[1782192583.860864] seq=789 owd=80.686 ms
[1782192583.980912] seq=795 owd=80.706 ms
[1782192584.080920] seq=800 owd=80.706 ms
[1782192584.280937] seq=810 owd=80.740 ms
[1782192584.380900] seq=815 owd=80.714 ms
[1782192584.700934] seq=831 owd=80.737 ms
[1782192584.740912] seq=833 owd=80.707 ms
[1782192584.900959] seq=841 owd=80.721 ms
[1782192585.000895] seq=846 owd=80.708 ms
[1782192585.060885] seq=849 owd=80.685 ms
[1782192585.160906] seq=854 owd=80.717 ms
[1782192585.240899] seq=858 owd=80.697 ms
[1782192585.380912] seq=865 owd=80.709 ms
[1782192585.400902] seq=866 owd=80.696 ms
[1782192585.420884] seq=867 owd=80.669 ms
[1782192585.540910] seq=873 owd=80.712 ms
[1782192585.680918] seq=880 owd=80.714 ms
[1782192585.880905] seq=890 owd=80.709 ms
[1782192586.060919] seq=899 owd=80.713 ms
[1782192586.160906] seq=904 owd=80.703 ms
[1782192586.400917] seq=916 owd=80.717 ms
