time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,668884748,65070613,37121030
2,1005118418,79943358,39971517
3,1004491617,79889322,39953737
4,1004744608,79926067,39958640
5,1004751215,79907372,39953659
6,1004616872,79907264,39953605
7,1004876601,79925284,39962561
8,1004948304,79925015,39971625
9,1005010944,79934133,39962669
10,1004163036,79890493,39931799
11,1004679565,79907318,39971679
12,1004574610,79890386,39940853
13,1004896843,79917520,39958626
14,1004520927,79908226,39949747
15,1004476191,79899333,39949747
16,1004905659,79926121,39976481
17,1004010987,79854382,39922851
18,1005200919,79952963,39958587
19,1004858689,79916005,39962615
20,985177992,93300167,46663477
21,0,2979508,28291462
22,0,0,41
23,147,119,77
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,77,77,77
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,75440055,20924777,10440069
41,1005100505,79952153,39989591
42,1004512033,79890332,39940800
43,1005243882,79943382,39971810
44,1004198825,79881331,39940746
45,1004840776,79934025,39962830
46,1005225934,79960894,39971667
47,1004538875,79899590,39949693
48,1004840776,79898362,39953659
49,1004207773,79872652,39940638
50,1004697478,79934079,39971625
51,1005037866,79925231,39953713
52,1004467243,79899333,39949693
53,1004939372,79934264,39971703
54,1004252509,79863275,39940800
55,1004458296,79899279,39940853
56,1004831874,79934079,39962776
57,1005046768,79916274,39962561
58,1004876601,79925338,39962561
59,1004760171,79943035,39962561
60,1004804629,79889245,39953659
61,40791242,21860701,37353427
62,0,0,0
63,77,77,77
