# OWD receiver: AF42  port=5002
[1784633369.443795] seq=1 owd=0.104 ms
[1784633369.463922] seq=2 owd=0.200 ms
[1784633369.483865] seq=3 owd=0.137 ms
[1784633369.503821] seq=4 owd=0.105 ms
[1784633369.523841] seq=5 owd=0.118 ms
[1784633369.543792] seq=6 owd=0.074 ms
[1784633369.729072] seq=7 owd=165.368 ms
[1784633369.888602] seq=12 owd=224.896 ms
[1784633369.988735] seq=17 owd=225.016 ms
[1784633370.088721] seq=22 owd=225.007 ms
[1784633370.248734] seq=30 owd=225.003 ms
[1784633370.548843] seq=45 owd=225.116 ms
[1784633370.608701] seq=48 owd=224.984 ms
[1784633370.728571] seq=54 owd=224.861 ms
[1784633370.768583] seq=56 owd=224.836 ms
[1784633370.908763] seq=63 owd=225.016 ms
[1784633370.988514] seq=67 owd=224.789 ms
[1784633371.108722] seq=73 owd=225.010 ms
[1784633371.128483] seq=74 owd=224.756 ms
[1784633371.188581] seq=77 owd=224.866 ms
[1784633371.468814] seq=91 owd=225.104 ms
[1784633371.568720] seq=96 owd=224.972 ms
[1784633371.928683] seq=114 owd=224.965 ms
[1784633372.308714] seq=133 owd=225.009 ms
[1784633372.468802] seq=141 owd=225.098 ms
[1784633372.948843] seq=165 owd=225.127 ms
[1784633373.468843] seq=191 owd=225.124 ms
[1784633373.508647] seq=193 owd=224.934 ms
[1784633373.748755] seq=205 owd=225.008 ms
[1784633373.788731] seq=207 owd=225.012 ms
[1784633373.948697] seq=215 owd=224.988 ms
[1784633374.168499] seq=226 owd=224.783 ms
[1784633374.208753] seq=228 owd=225.041 ms
[1784633374.468739] seq=241 owd=225.025 ms
[1784633374.548571] seq=245 owd=224.854 ms
[1784633374.728849] seq=254 owd=225.134 ms
[1784633375.128873] seq=274 owd=225.159 ms
[1784633375.168817] seq=276 owd=225.122 ms
[1784633375.248773] seq=280 owd=225.034 ms
[1784633375.288470] seq=282 owd=224.717 ms
[1784633375.588863] seq=297 owd=225.123 ms
[1784633375.608816] seq=298 owd=225.103 ms
[1784633375.728535] seq=304 owd=224.820 ms
[1784633376.028928] seq=319 owd=225.179 ms
[1784633376.208512] seq=328 owd=224.798 ms
[1784633376.469089] seq=341 owd=225.372 ms
[1784633376.588613] seq=347 owd=224.876 ms
[1784633377.468938] seq=391 owd=225.232 ms
[1784633377.608735] seq=398 owd=225.016 ms
[1784633378.008683] seq=418 owd=224.967 ms
[1784633378.048702] seq=420 owd=224.985 ms
[1784633378.208514] seq=428 owd=224.801 ms
[1784633378.548843] seq=445 owd=225.086 ms
[1784633378.588706] seq=447 owd=224.986 ms
[1784633378.688474] seq=452 owd=224.765 ms
[1784633378.728544] seq=454 owd=224.801 ms
[1784633378.808585] seq=458 owd=224.890 ms
[1784633379.088764] seq=472 owd=225.034 ms
[1784633379.168726] seq=476 owd=225.015 ms
[1784633379.308726] seq=483 owd=225.020 ms
[1784633379.428740] seq=489 owd=225.027 ms
[1784633379.508473] seq=493 owd=224.722 ms
[1784633379.908773] seq=513 owd=225.061 ms
[1784633379.948577] seq=515 owd=224.861 ms
[1784633380.028365] seq=519 owd=224.655 ms
[1784633380.429035] seq=539 owd=225.312 ms
[1784633380.588741] seq=547 owd=225.032 ms
[1784633380.668720] seq=551 owd=224.989 ms
[1784633380.828449] seq=559 owd=224.743 ms
[1784633380.948674] seq=565 owd=224.960 ms
[1784633381.388767] seq=587 owd=225.067 ms
[1784633381.468806] seq=591 owd=225.074 ms
[1784633381.628768] seq=599 owd=225.041 ms
[1784633381.688531] seq=602 owd=224.819 ms
[1784633381.728757] seq=604 owd=225.016 ms
[1784633381.868724] seq=611 owd=225.017 ms
[1784633381.928651] seq=614 owd=224.905 ms
[1784633382.028631] seq=619 owd=224.895 ms
[1784633382.168679] seq=626 owd=224.969 ms
[1784633382.468860] seq=641 owd=225.146 ms
[1784633382.508647] seq=643 owd=224.930 ms
[1784633383.208833] seq=678 owd=225.115 ms
[1784633383.248806] seq=680 owd=225.087 ms
[1784633383.288849] seq=682 owd=225.128 ms
[1784633383.328601] seq=684 owd=224.880 ms
[1784633384.028843] seq=719 owd=225.085 ms
[1784633384.168497] seq=726 owd=224.783 ms
[1784633384.248457] seq=730 owd=224.741 ms
[1784633384.428788] seq=739 owd=225.051 ms
[1784633384.588799] seq=747 owd=225.085 ms
[1784633384.768558] seq=756 owd=224.842 ms
[1784633384.948710] seq=765 owd=224.989 ms
[1784633386.148906] seq=825 owd=225.205 ms
[1784633386.288665] seq=832 owd=224.948 ms
[1784633386.908875] seq=863 owd=225.160 ms
[1784633386.988817] seq=867 owd=225.086 ms
[1784633387.168780] seq=876 owd=225.072 ms
[1784633387.548874] seq=895 owd=225.164 ms
[1784633388.528978] seq=944 owd=225.264 ms
[1784633388.548590] seq=945 owd=224.856 ms
[1784633388.688528] seq=952 owd=224.812 ms
[1784633388.968668] seq=966 owd=224.960 ms
[1784633389.168568] seq=976 owd=224.861 ms
[1784633389.268416] seq=981 owd=224.699 ms
[1784633409.343798] seq=1996 owd=0.082 ms
[1784633409.527376] seq=1997 owd=163.653 ms
[1784633409.828796] seq=2009 owd=225.075 ms
[1784633410.028610] seq=2019 owd=224.898 ms
[1784633410.048727] seq=2020 owd=225.008 ms
[1784633410.068367] seq=2021 owd=224.639 ms
[1784633410.088599] seq=2022 owd=224.881 ms
[1784633410.288640] seq=2032 owd=224.924 ms
[1784633410.568781] seq=2046 owd=225.068 ms
[1784633410.948587] seq=2065 owd=224.857 ms
[1784633411.088728] seq=2072 owd=225.007 ms
[1784633411.389022] seq=2087 owd=225.284 ms
[1784633411.568509] seq=2096 owd=224.797 ms
[1784633411.868744] seq=2111 owd=224.999 ms
[1784633411.928715] seq=2114 owd=224.996 ms
[1784633412.128676] seq=2124 owd=224.956 ms
[1784633412.148702] seq=2125 owd=224.990 ms
[1784633412.208522] seq=2128 owd=224.816 ms
[1784633412.248617] seq=2130 owd=224.923 ms
[1784633412.308392] seq=2133 owd=224.679 ms
[1784633412.328297] seq=2134 owd=224.597 ms
[1784633412.568738] seq=2146 owd=225.027 ms
[1784633412.829077] seq=2159 owd=225.317 ms
[1784633413.328807] seq=2184 owd=225.105 ms
[1784633413.528783] seq=2194 owd=225.071 ms
[1784633413.568772] seq=2196 owd=225.061 ms
[1784633414.228857] seq=2229 owd=225.106 ms
[1784633414.768878] seq=2256 owd=225.159 ms
[1784633414.828792] seq=2259 owd=225.078 ms
[1784633415.028838] seq=2269 owd=225.134 ms
[1784633415.568900] seq=2296 owd=225.195 ms
[1784633415.608659] seq=2298 owd=224.945 ms
[1784633415.688385] seq=2302 owd=224.670 ms
[1784633415.828526] seq=2309 owd=224.808 ms
[1784633415.888685] seq=2312 owd=224.957 ms
[1784633416.088548] seq=2322 owd=224.834 ms
[1784633416.128659] seq=2324 owd=224.904 ms
[1784633416.208586] seq=2328 owd=224.866 ms
[1784633416.348707] seq=2335 owd=224.990 ms
[1784633416.548629] seq=2345 owd=224.897 ms
[1784633416.568656] seq=2346 owd=224.945 ms
[1784633416.688460] seq=2352 owd=224.743 ms
[1784633416.828816] seq=2359 owd=225.105 ms
[1784633417.309072] seq=2383 owd=225.362 ms
[1784633417.348806] seq=2385 owd=225.076 ms
[1784633417.448678] seq=2390 owd=224.963 ms
[1784633417.489314] seq=2392 owd=225.605 ms
[1784633417.568382] seq=2396 owd=224.674 ms
[1784633417.648459] seq=2400 owd=224.743 ms
[1784633418.128762] seq=2424 owd=225.051 ms
[1784633418.168868] seq=2426 owd=225.142 ms
[1784633418.288640] seq=2432 owd=224.918 ms
[1784633418.308504] seq=2433 owd=224.792 ms
[1784633418.508631] seq=2443 owd=224.917 ms
[1784633418.568520] seq=2446 owd=224.808 ms
[1784633418.829051] seq=2459 owd=225.325 ms
[1784633419.408924] seq=2488 owd=225.218 ms
[1784633419.508580] seq=2493 owd=224.849 ms
[1784633419.708788] seq=2503 owd=225.066 ms
[1784633419.748779] seq=2505 owd=225.067 ms
[1784633419.868569] seq=2511 owd=224.856 ms
[1784633419.948538] seq=2515 owd=224.805 ms
[1784633420.088479] seq=2522 owd=224.765 ms
[1784633420.648837] seq=2550 owd=225.137 ms
[1784633420.788729] seq=2557 owd=225.026 ms
[1784633421.048786] seq=2570 owd=225.087 ms
[1784633421.248496] seq=2580 owd=224.785 ms
[1784633421.308662] seq=2583 owd=224.951 ms
[1784633421.788785] seq=2607 owd=225.083 ms
[1784633421.888689] seq=2612 owd=224.948 ms
[1784633422.048782] seq=2620 owd=225.078 ms
[1784633422.309108] seq=2633 owd=225.391 ms
[1784633422.328757] seq=2634 owd=225.034 ms
[1784633422.428579] seq=2639 owd=224.868 ms
[1784633423.608831] seq=2698 owd=225.090 ms
[1784633424.028749] seq=2719 owd=225.029 ms
[1784633424.308784] seq=2733 owd=225.066 ms
[1784633424.428569] seq=2739 owd=224.841 ms
[1784633424.528629] seq=2744 owd=224.870 ms
[1784633425.128987] seq=2774 owd=225.273 ms
[1784633425.248701] seq=2780 owd=224.966 ms
[1784633425.348807] seq=2785 owd=224.977 ms
[1784633425.609018] seq=2798 owd=225.293 ms
[1784633425.868823] seq=2811 owd=225.124 ms
[1784633426.248626] seq=2830 owd=224.909 ms
[1784633426.288656] seq=2832 owd=224.948 ms
[1784633426.308508] seq=2833 owd=224.770 ms
[1784633426.348536] seq=2835 owd=224.803 ms
[1784633426.488665] seq=2842 owd=224.955 ms
[1784633426.528479] seq=2844 owd=224.767 ms
[1784633426.568507] seq=2846 owd=224.795 ms
[1784633426.608466] seq=2848 owd=224.732 ms
[1784633427.008831] seq=2868 owd=225.118 ms
[1784633427.028650] seq=2869 owd=224.894 ms
[1784633427.247776] seq=2880 owd=224.059 ms
[1784633427.428556] seq=2889 owd=224.845 ms
[1784633427.568813] seq=2896 owd=225.098 ms
[1784633427.788756] seq=2907 owd=225.044 ms
[1784633428.308741] seq=2933 owd=225.017 ms
[1784633428.368808] seq=2936 owd=225.093 ms
[1784633428.628781] seq=2949 owd=225.064 ms
[1784633428.828801] seq=2959 owd=225.065 ms
[1784633429.088902] seq=2972 owd=225.180 ms
[1784633429.542112] seq=2997 owd=178.397 ms
