# OWD receiver: AF43  port=5003
[1782838793.286664] seq=1 owd=0.544 ms
[1782838793.306295] seq=2 owd=0.146 ms
[1782838793.355666] seq=3 owd=29.517 ms
[1782838793.405493] seq=4 owd=59.310 ms
[1782838793.452929] seq=6 owd=66.802 ms
[1782838793.472959] seq=7 owd=66.820 ms
[1782838793.493739] seq=8 owd=67.604 ms
[1782838793.632928] seq=15 owd=66.785 ms
[1782838793.712954] seq=19 owd=66.772 ms
[1782838793.812485] seq=24 owd=66.340 ms
[1782838793.873050] seq=27 owd=66.910 ms
[1782838793.912915] seq=29 owd=66.773 ms
[1782838794.032936] seq=35 owd=66.778 ms
[1782838794.072624] seq=37 owd=66.480 ms
[1782838794.112938] seq=39 owd=66.798 ms
[1782838794.152928] seq=41 owd=66.783 ms
[1782838794.312948] seq=49 owd=66.800 ms
[1782838794.412962] seq=54 owd=66.817 ms
[1782838794.453402] seq=56 owd=67.256 ms
[1782838794.493001] seq=58 owd=66.857 ms
[1782838794.692785] seq=68 owd=66.638 ms
[1782838794.732919] seq=70 owd=66.776 ms
[1782838795.012965] seq=84 owd=66.816 ms
[1782838795.032917] seq=85 owd=66.764 ms
[1782838795.132937] seq=90 owd=66.796 ms
[1782838795.212940] seq=94 owd=66.796 ms
[1782838795.373087] seq=102 owd=66.946 ms
[1782838795.493075] seq=108 owd=66.936 ms
[1782838795.632984] seq=115 owd=66.837 ms
[1782838795.752962] seq=121 owd=66.820 ms
[1782838795.932949] seq=130 owd=66.801 ms
[1782838796.033000] seq=135 owd=66.855 ms
[1782838796.152929] seq=141 owd=66.782 ms
[1782838796.252839] seq=146 owd=66.698 ms
[1782838796.312966] seq=149 owd=66.827 ms
[1782838796.352943] seq=151 owd=66.797 ms
[1782838796.512988] seq=159 owd=66.848 ms
[1782838796.532974] seq=160 owd=66.836 ms
[1782838796.672938] seq=167 owd=66.794 ms
[1782838796.713017] seq=169 owd=66.876 ms
[1782838796.772878] seq=172 owd=66.745 ms
[1782838796.832466] seq=175 owd=66.323 ms
[1782838796.912720] seq=179 owd=66.577 ms
[1782838796.952967] seq=181 owd=66.818 ms
[1782838797.053191] seq=186 owd=67.042 ms
[1782838797.072929] seq=187 owd=66.787 ms
[1782838797.092957] seq=188 owd=66.817 ms
[1782838797.192938] seq=193 owd=66.797 ms
[1782838797.232925] seq=195 owd=66.780 ms
[1782838797.352965] seq=201 owd=66.822 ms
[1782838797.392621] seq=203 owd=66.478 ms
[1782838797.492920] seq=208 owd=66.782 ms
[1782838797.692958] seq=218 owd=66.810 ms
[1782838797.732918] seq=220 owd=66.770 ms
[1782838797.813208] seq=224 owd=67.050 ms
[1782838797.912957] seq=229 owd=66.799 ms
[1782838797.952921] seq=231 owd=66.779 ms
[1782838797.972908] seq=232 owd=66.763 ms
[1782838798.032665] seq=235 owd=66.526 ms
[1782838798.112926] seq=239 owd=66.771 ms
[1782838798.292943] seq=248 owd=66.796 ms
[1782838798.312912] seq=249 owd=66.761 ms
[1782838798.332893] seq=250 owd=66.745 ms
[1782838798.352918] seq=251 owd=66.773 ms
[1782838798.372899] seq=252 owd=66.756 ms
[1782838798.412913] seq=254 owd=66.763 ms
[1782838798.453039] seq=256 owd=66.896 ms
[1782838798.732917] seq=270 owd=66.777 ms
[1782838798.752499] seq=271 owd=66.352 ms
[1782838798.772910] seq=272 owd=66.762 ms
[1782838798.872928] seq=277 owd=66.775 ms
[1782838798.892948] seq=278 owd=66.800 ms
[1782838798.912930] seq=279 owd=66.778 ms
[1782838799.032967] seq=285 owd=66.813 ms
[1782838799.192945] seq=293 owd=66.791 ms
[1782838799.272938] seq=297 owd=66.790 ms
[1782838799.372982] seq=302 owd=66.825 ms
[1782838799.412892] seq=304 owd=66.746 ms
[1782838799.452934] seq=306 owd=66.791 ms
[1782838799.472851] seq=307 owd=66.705 ms
[1782838799.592981] seq=313 owd=66.843 ms
[1782838799.692949] seq=318 owd=66.802 ms
[1782838799.752905] seq=321 owd=66.763 ms
[1782838799.772650] seq=322 owd=66.485 ms
[1782838799.812927] seq=324 owd=66.782 ms
[1782838800.092951] seq=338 owd=66.802 ms
