# OWD receiver: AF43  port=5003
[1782823577.636232] seq=1 owd=0.206 ms
[1782823577.666755] seq=2 owd=10.689 ms
[1782823577.726848] seq=3 owd=50.783 ms
[1782823577.876754] seq=9 owd=80.692 ms
[1782823577.996801] seq=15 owd=80.724 ms
[1782823578.156761] seq=23 owd=80.702 ms
[1782823578.296764] seq=30 owd=80.696 ms
[1782823578.416767] seq=36 owd=80.718 ms
[1782823578.456745] seq=38 owd=80.673 ms
[1782823578.576765] seq=44 owd=80.708 ms
[1782823578.876778] seq=59 owd=80.713 ms
[1782823579.216761] seq=76 owd=80.705 ms
[1782823579.316729] seq=81 owd=80.697 ms
[1782823579.336755] seq=82 owd=80.698 ms
[1782823579.356742] seq=83 owd=80.675 ms
[1782823579.456763] seq=88 owd=80.704 ms
[1782823579.476747] seq=89 owd=80.681 ms
[1782823579.616765] seq=96 owd=80.703 ms
[1782823579.856781] seq=108 owd=80.720 ms
[1782823579.996803] seq=115 owd=80.756 ms
[1782823580.156771] seq=123 owd=80.709 ms
[1782823580.276742] seq=129 owd=80.693 ms
[1782823580.376812] seq=134 owd=80.743 ms
[1782823580.436801] seq=137 owd=80.697 ms
[1782823580.476794] seq=139 owd=80.733 ms
[1782823580.556743] seq=143 owd=80.682 ms
[1782823580.676738] seq=149 owd=80.690 ms
[1782823580.796766] seq=155 owd=80.705 ms
[1782823581.036761] seq=167 owd=80.706 ms
[1782823581.096726] seq=170 owd=80.670 ms
[1782823581.196755] seq=175 owd=80.700 ms
[1782823581.216745] seq=176 owd=80.679 ms
[1782823581.236712] seq=177 owd=80.650 ms
[1782823581.276706] seq=179 owd=80.643 ms
[1782823581.396763] seq=185 owd=80.706 ms
[1782823581.556759] seq=193 owd=80.698 ms
[1782823581.576734] seq=194 owd=80.658 ms
[1782823581.656770] seq=198 owd=80.703 ms
[1782823581.696764] seq=200 owd=80.699 ms
[1782823581.916756] seq=211 owd=80.701 ms
[1782823581.996839] seq=215 owd=80.716 ms
[1782823582.136854] seq=222 owd=80.791 ms
[1782823582.176771] seq=224 owd=80.712 ms
[1782823582.236754] seq=227 owd=80.694 ms
[1782823582.336811] seq=232 owd=80.737 ms
[1782823582.376754] seq=234 owd=80.691 ms
[1782823582.496799] seq=240 owd=80.735 ms
[1782823582.516748] seq=241 owd=80.685 ms
[1782823582.556749] seq=243 owd=80.672 ms
[1782823582.576705] seq=244 owd=80.640 ms
[1782823582.596685] seq=245 owd=80.628 ms
[1782823582.676742] seq=249 owd=80.685 ms
[1782823582.716736] seq=251 owd=80.680 ms
[1782823582.756721] seq=253 owd=80.667 ms
[1782823582.776723] seq=254 owd=80.664 ms
[1782823582.836736] seq=257 owd=80.671 ms
[1782823582.936859] seq=262 owd=80.724 ms
[1782823583.176764] seq=274 owd=80.699 ms
[1782823583.216738] seq=276 owd=80.673 ms
[1782823583.336752] seq=282 owd=80.715 ms
[1782823583.456758] seq=288 owd=80.704 ms
[1782823583.496803] seq=290 owd=80.715 ms
[1782823583.536712] seq=292 owd=80.655 ms
[1782823583.556769] seq=293 owd=80.678 ms
[1782823583.636756] seq=297 owd=80.685 ms
[1782823583.776753] seq=304 owd=80.693 ms
[1782823583.836727] seq=307 owd=80.671 ms
[1782823583.976809] seq=314 owd=80.740 ms
[1782823584.016737] seq=316 owd=80.677 ms
[1782823584.076736] seq=319 owd=80.684 ms
[1782823584.156761] seq=323 owd=80.703 ms
[1782823584.236753] seq=327 owd=80.687 ms
[1782823584.576801] seq=344 owd=80.721 ms
[1782823584.596765] seq=345 owd=80.698 ms
[1782823584.636720] seq=347 owd=80.656 ms
[1782823584.696733] seq=350 owd=80.681 ms
[1782823584.756741] seq=353 owd=80.678 ms
[1782823584.776684] seq=354 owd=80.654 ms
[1782823584.876758] seq=359 owd=80.694 ms
[1782823584.996756] seq=365 owd=80.699 ms
[1782823585.016745] seq=366 owd=80.694 ms
[1782823585.116789] seq=371 owd=80.733 ms
[1782823585.336770] seq=382 owd=80.707 ms
[1782823585.496772] seq=390 owd=80.706 ms
[1782823585.536753] seq=392 owd=80.690 ms
[1782823585.556753] seq=393 owd=80.683 ms
[1782823585.776787] seq=404 owd=80.709 ms
[1782823585.816756] seq=406 owd=80.692 ms
[1782823586.056776] seq=418 owd=80.710 ms
[1782823586.096763] seq=420 owd=80.699 ms
[1782823586.176753] seq=424 owd=80.690 ms
[1782823586.256755] seq=428 owd=80.693 ms
[1782823586.276728] seq=429 owd=80.669 ms
[1782823586.296731] seq=430 owd=80.670 ms
[1782823586.376737] seq=434 owd=80.668 ms
[1782823586.556774] seq=443 owd=80.700 ms
[1782823586.696769] seq=450 owd=80.698 ms
[1782823586.736772] seq=452 owd=80.706 ms
[1782823586.756737] seq=453 owd=80.670 ms
[1782823586.776747] seq=454 owd=80.681 ms
[1782823586.836734] seq=457 owd=80.673 ms
[1782823586.936771] seq=462 owd=80.710 ms
[1782823587.056786] seq=468 owd=80.716 ms
[1782823587.416793] seq=486 owd=80.735 ms
[1782823587.456739] seq=488 owd=80.676 ms
[1782823587.676780] seq=499 owd=80.715 ms
[1782823587.716754] seq=501 owd=80.690 ms
[1782823587.816772] seq=506 owd=80.719 ms
[1782823587.956787] seq=513 owd=80.726 ms
[1782823587.976780] seq=514 owd=80.690 ms
[1782823588.336754] seq=532 owd=80.702 ms
[1782823588.356720] seq=533 owd=80.673 ms
[1782823588.536751] seq=542 owd=80.700 ms
[1782823588.656756] seq=548 owd=80.704 ms
[1782823588.676743] seq=549 owd=80.680 ms
[1782823588.836778] seq=557 owd=80.725 ms
[1782823588.856762] seq=558 owd=80.696 ms
[1782823589.096765] seq=570 owd=80.708 ms
[1782823589.176728] seq=574 owd=80.683 ms
[1782823589.296743] seq=580 owd=80.688 ms
