# OWD receiver: AF43  port=5003
[1782192495.658903] seq=1 owd=0.104 ms
[1782192495.684737] seq=2 owd=5.910 ms
[1782192495.744881] seq=3 owd=46.047 ms
[1782192495.879544] seq=8 owd=80.718 ms
[1782192496.019553] seq=15 owd=80.715 ms
[1782192496.039506] seq=16 owd=80.675 ms
[1782192496.079514] seq=18 owd=80.675 ms
[1782192496.119497] seq=20 owd=80.665 ms
[1782192496.199519] seq=24 owd=80.691 ms
[1782192496.219581] seq=25 owd=80.707 ms
[1782192496.299518] seq=29 owd=80.691 ms
[1782192496.320360] seq=30 owd=81.521 ms
[1782192496.339528] seq=31 owd=80.687 ms
[1782192496.539545] seq=41 owd=80.715 ms
[1782192496.679526] seq=48 owd=80.703 ms
[1782192496.699583] seq=49 owd=80.711 ms
[1782192496.739499] seq=51 owd=80.673 ms
[1782192496.779517] seq=53 owd=80.660 ms
[1782192496.819535] seq=55 owd=80.666 ms
[1782192496.859529] seq=57 owd=80.703 ms
[1782192497.039641] seq=66 owd=80.809 ms
[1782192497.179545] seq=73 owd=80.712 ms
[1782192497.199499] seq=74 owd=80.671 ms
[1782192497.359610] seq=82 owd=80.719 ms
[1782192497.459546] seq=87 owd=80.717 ms
[1782192497.539509] seq=91 owd=80.679 ms
[1782192497.599505] seq=94 owd=80.685 ms
[1782192497.699570] seq=99 owd=80.738 ms
[1782192497.759533] seq=102 owd=80.702 ms
[1782192497.799535] seq=104 owd=80.702 ms
[1782192497.879503] seq=108 owd=80.684 ms
[1782192498.019559] seq=115 owd=80.722 ms
[1782192498.099519] seq=119 owd=80.687 ms
[1782192498.159570] seq=122 owd=80.702 ms
[1782192498.199525] seq=124 owd=80.688 ms
[1782192498.219535] seq=125 owd=80.680 ms
[1782192498.339574] seq=131 owd=80.708 ms
[1782192498.519556] seq=140 owd=80.727 ms
[1782192498.559525] seq=142 owd=80.689 ms
[1782192498.719559] seq=150 owd=80.703 ms
[1782192498.879533] seq=158 owd=80.701 ms
[1782192498.979528] seq=163 owd=80.706 ms
[1782192499.199532] seq=174 owd=80.699 ms
[1782192499.219531] seq=175 owd=80.707 ms
[1782192499.239508] seq=176 owd=80.680 ms
[1782192499.279478] seq=178 owd=80.649 ms
[1782192499.379527] seq=183 owd=80.706 ms
[1782192499.419537] seq=185 owd=80.699 ms
[1782192499.479522] seq=188 owd=80.697 ms
[1782192499.559526] seq=192 owd=80.698 ms
[1782192499.779538] seq=203 owd=80.701 ms
[1782192499.799529] seq=204 owd=80.688 ms
[1782192499.959531] seq=212 owd=80.700 ms
[1782192499.979526] seq=213 owd=80.694 ms
[1782192500.159542] seq=222 owd=80.719 ms
[1782192500.279557] seq=228 owd=80.719 ms
[1782192500.559562] seq=242 owd=80.726 ms
[1782192500.659534] seq=247 owd=80.705 ms
[1782192500.779545] seq=253 owd=80.718 ms
[1782192500.939535] seq=261 owd=80.704 ms
[1782192500.959552] seq=262 owd=80.722 ms
[1782192501.019504] seq=265 owd=80.682 ms
[1782192501.059531] seq=267 owd=80.694 ms
[1782192501.379540] seq=283 owd=80.711 ms
[1782192501.439535] seq=286 owd=80.696 ms
[1782192501.459508] seq=287 owd=80.677 ms
[1782192501.479493] seq=288 owd=80.659 ms
[1782192501.559540] seq=292 owd=80.706 ms
[1782192501.739567] seq=301 owd=80.743 ms
