# OWD receiver: AF41  port=5001
[1783337657.270159] seq=1 owd=0.230 ms
[1783337657.290210] seq=2 owd=0.151 ms
[1783337657.310024] seq=3 owd=0.080 ms
[1783337657.330071] seq=4 owd=0.120 ms
[1783337657.350204] seq=5 owd=0.160 ms
[1783337657.370169] seq=6 owd=0.130 ms
[1783337657.390123] seq=7 owd=0.163 ms
[1783337657.410080] seq=8 owd=0.120 ms
[1783337657.430070] seq=9 owd=0.079 ms
[1783337657.450063] seq=10 owd=0.101 ms
[1783337657.470018] seq=11 owd=0.071 ms
[1783337657.490025] seq=12 owd=0.076 ms
[1783337657.510023] seq=13 owd=0.076 ms
[1783337657.530018] seq=14 owd=0.068 ms
[1783337657.550077] seq=15 owd=0.121 ms
[1783337657.570029] seq=16 owd=0.080 ms
[1783337657.590024] seq=17 owd=0.078 ms
[1783337657.610017] seq=18 owd=0.071 ms
[1783337657.630044] seq=19 owd=0.085 ms
[1783337657.650043] seq=20 owd=0.085 ms
[1783337657.670035] seq=21 owd=0.090 ms
[1783337657.690038] seq=22 owd=0.089 ms
[1783337657.710044] seq=23 owd=0.093 ms
[1783337657.730047] seq=24 owd=0.093 ms
[1783337657.750083] seq=25 owd=0.092 ms
[1783337657.770036] seq=26 owd=0.080 ms
[1783337657.790036] seq=27 owd=0.077 ms
[1783337657.810089] seq=28 owd=0.122 ms
[1783337657.830015] seq=29 owd=0.067 ms
[1783337657.850066] seq=30 owd=0.113 ms
[1783337657.870049] seq=31 owd=0.099 ms
[1783337657.890023] seq=32 owd=0.074 ms
[1783337657.910049] seq=33 owd=0.100 ms
[1783337657.930042] seq=34 owd=0.090 ms
[1783337657.950063] seq=35 owd=0.095 ms
[1783337657.970074] seq=36 owd=0.086 ms
[1783337657.990010] seq=37 owd=0.075 ms
[1783337658.010020] seq=38 owd=0.065 ms
[1783337658.030058] seq=39 owd=0.083 ms
[1783337658.050003] seq=40 owd=0.060 ms
[1783337658.070068] seq=41 owd=0.082 ms
[1783337658.090080] seq=42 owd=0.088 ms
[1783337658.110043] seq=43 owd=0.091 ms
[1783337658.130026] seq=44 owd=0.071 ms
[1783337658.150041] seq=45 owd=0.074 ms
[1783337658.170041] seq=46 owd=0.094 ms
[1783337658.190027] seq=47 owd=0.081 ms
[1783337658.210033] seq=48 owd=0.086 ms
[1783337658.230002] seq=49 owd=0.058 ms
[1783337658.250027] seq=50 owd=0.082 ms
[1783337658.270035] seq=51 owd=0.068 ms
[1783337658.290096] seq=52 owd=0.109 ms
[1783337658.310071] seq=53 owd=0.116 ms
[1783337658.330035] seq=54 owd=0.083 ms
[1783337658.350043] seq=55 owd=0.094 ms
[1783337658.370041] seq=56 owd=0.085 ms
[1783337658.390049] seq=57 owd=0.093 ms
[1783337658.410142] seq=58 owd=0.103 ms
[1783337658.430047] seq=59 owd=0.096 ms
[1783337658.450027] seq=60 owd=0.080 ms
[1783337658.470020] seq=61 owd=0.070 ms
[1783337658.490023] seq=62 owd=0.074 ms
[1783337658.510042] seq=63 owd=0.093 ms
[1783337658.530073] seq=64 owd=0.093 ms
[1783337658.550021] seq=65 owd=0.074 ms
[1783337658.570019] seq=66 owd=0.073 ms
[1783337658.590021] seq=67 owd=0.083 ms
