# OWD receiver: AF41  port=5001
[1784630641.548900] seq=1 owd=0.120 ms
[1784630641.569000] seq=2 owd=0.140 ms
[1784630641.588931] seq=3 owd=0.121 ms
[1784630641.608896] seq=4 owd=0.089 ms
[1784630641.631367] seq=5 owd=2.559 ms
[1784630641.658607] seq=6 owd=9.795 ms
[1784630641.681080] seq=7 owd=12.268 ms
[1784630641.721053] seq=9 owd=12.249 ms
[1784630641.741085] seq=10 owd=12.282 ms
[1784630641.781070] seq=12 owd=12.243 ms
[1784630641.821106] seq=14 owd=12.246 ms
[1784630641.841089] seq=15 owd=12.248 ms
[1784630641.881063] seq=17 owd=12.245 ms
[1784630641.921053] seq=19 owd=12.249 ms
[1784630641.941072] seq=20 owd=12.262 ms
[1784630641.961039] seq=21 owd=12.233 ms
[1784630641.981075] seq=22 owd=12.226 ms
[1784630642.001076] seq=23 owd=12.258 ms
[1784630642.021063] seq=24 owd=12.254 ms
[1784630642.041045] seq=25 owd=12.242 ms
[1784630642.061033] seq=26 owd=12.227 ms
[1784630642.081061] seq=27 owd=12.252 ms
[1784630642.121062] seq=29 owd=12.233 ms
[1784630642.141098] seq=30 owd=12.264 ms
[1784630642.161058] seq=31 owd=12.246 ms
[1784630642.241100] seq=35 owd=12.260 ms
[1784630642.261096] seq=36 owd=12.240 ms
[1784630642.281046] seq=37 owd=12.249 ms
[1784630642.301081] seq=38 owd=12.276 ms
[1784630642.321090] seq=39 owd=12.279 ms
[1784630642.341074] seq=40 owd=12.271 ms
[1784630642.361089] seq=41 owd=12.283 ms
[1784630642.381051] seq=42 owd=12.246 ms
[1784630642.401111] seq=43 owd=12.281 ms
[1784630642.421035] seq=44 owd=12.235 ms
[1784630642.521069] seq=49 owd=12.262 ms
[1784630642.581059] seq=52 owd=12.250 ms
[1784630642.601050] seq=53 owd=12.239 ms
[1784630642.621039] seq=54 owd=12.234 ms
[1784630642.641057] seq=55 owd=12.234 ms
[1784630642.681067] seq=57 owd=12.262 ms
[1784630642.721090] seq=59 owd=12.283 ms
[1784630642.761083] seq=61 owd=12.280 ms
[1784630642.801043] seq=63 owd=12.254 ms
[1784630642.821037] seq=64 owd=12.235 ms
[1784630642.841091] seq=65 owd=12.285 ms
[1784630642.881085] seq=67 owd=12.253 ms
[1784630642.901038] seq=68 owd=12.248 ms
[1784630642.921092] seq=69 owd=12.256 ms
[1784630642.941098] seq=70 owd=12.254 ms
[1784630642.961080] seq=71 owd=12.263 ms
[1784630643.001101] seq=73 owd=12.279 ms
[1784630643.021070] seq=74 owd=12.264 ms
[1784630643.041039] seq=75 owd=12.232 ms
[1784630643.061072] seq=76 owd=12.266 ms
[1784630643.101059] seq=78 owd=12.256 ms
[1784630643.121101] seq=79 owd=12.264 ms
[1784630643.141073] seq=80 owd=12.269 ms
[1784630643.221076] seq=84 owd=12.266 ms
[1784630643.241054] seq=85 owd=12.249 ms
[1784630643.261058] seq=86 owd=12.255 ms
[1784630643.281031] seq=87 owd=12.226 ms
[1784630643.301092] seq=88 owd=12.308 ms
[1784630643.341062] seq=90 owd=12.241 ms
[1784630643.361061] seq=91 owd=12.261 ms
[1784630643.381092] seq=92 owd=12.269 ms
[1784630643.401078] seq=93 owd=12.242 ms
[1784630643.461058] seq=96 owd=12.251 ms
[1784630643.481042] seq=97 owd=12.234 ms
[1784630643.501077] seq=98 owd=12.235 ms
[1784630643.521039] seq=99 owd=12.241 ms
[1784630643.561044] seq=101 owd=12.239 ms
[1784630643.581045] seq=102 owd=12.236 ms
[1784630643.601070] seq=103 owd=12.268 ms
[1784630643.621094] seq=104 owd=12.250 ms
[1784630643.681059] seq=107 owd=12.257 ms
[1784630643.701102] seq=108 owd=12.265 ms
[1784630643.721082] seq=109 owd=12.276 ms
[1784630643.761068] seq=111 owd=12.260 ms
[1784630643.781055] seq=112 owd=12.238 ms
[1784630643.801057] seq=113 owd=12.241 ms
[1784630643.821054] seq=114 owd=12.252 ms
[1784630643.841033] seq=115 owd=12.248 ms
[1784630643.861070] seq=116 owd=12.253 ms
[1784630643.881077] seq=117 owd=12.280 ms
[1784630643.961079] seq=121 owd=12.274 ms
[1784630643.981056] seq=122 owd=12.255 ms
[1784630644.001060] seq=123 owd=12.253 ms
[1784630644.021074] seq=124 owd=12.273 ms
[1784630644.041030] seq=125 owd=12.228 ms
[1784630644.061093] seq=126 owd=12.259 ms
[1784630644.081062] seq=127 owd=12.258 ms
[1784630644.181030] seq=132 owd=12.233 ms
[1784630644.201058] seq=133 owd=12.256 ms
[1784630644.221054] seq=134 owd=12.241 ms
[1784630644.241063] seq=135 owd=12.257 ms
[1784630644.321016] seq=139 owd=12.226 ms
[1784630644.341046] seq=140 owd=12.256 ms
[1784630644.361056] seq=141 owd=12.254 ms
[1784630644.381040] seq=142 owd=12.238 ms
[1784630644.421024] seq=144 owd=12.218 ms
[1784630644.441052] seq=145 owd=12.254 ms
[1784630644.461073] seq=146 owd=12.236 ms
[1784630644.481030] seq=147 owd=12.247 ms
[1784630644.521065] seq=149 owd=12.231 ms
[1784630644.561120] seq=151 owd=12.282 ms
[1784630644.581041] seq=152 owd=12.243 ms
[1784630644.621076] seq=154 owd=12.251 ms
[1784630644.641057] seq=155 owd=12.258 ms
[1784630644.701097] seq=158 owd=12.292 ms
[1784630644.721051] seq=159 owd=12.246 ms
[1784630644.741053] seq=160 owd=12.254 ms
[1784630644.801110] seq=163 owd=12.300 ms
[1784630644.821085] seq=164 owd=12.255 ms
[1784630644.841044] seq=165 owd=12.244 ms
[1784630644.861074] seq=166 owd=12.275 ms
[1784630644.881077] seq=167 owd=12.248 ms
[1784630644.901070] seq=168 owd=12.269 ms
[1784630644.921057] seq=169 owd=12.233 ms
[1784630644.941044] seq=170 owd=12.232 ms
[1784630644.961057] seq=171 owd=12.258 ms
[1784630644.981060] seq=172 owd=12.252 ms
[1784630645.001051] seq=173 owd=12.244 ms
[1784630645.021053] seq=174 owd=12.246 ms
[1784630645.041065] seq=175 owd=12.258 ms
[1784630645.061105] seq=176 owd=12.299 ms
[1784630645.081132] seq=177 owd=12.293 ms
[1784630645.101072] seq=178 owd=12.262 ms
[1784630645.121057] seq=179 owd=12.240 ms
[1784630645.161078] seq=181 owd=12.270 ms
[1784630645.201060] seq=183 owd=12.256 ms
[1784630645.261080] seq=186 owd=12.271 ms
[1784630645.281083] seq=187 owd=12.274 ms
[1784630645.301067] seq=188 owd=12.283 ms
[1784630645.321090] seq=189 owd=12.243 ms
[1784630645.341059] seq=190 owd=12.260 ms
[1784630645.361051] seq=191 owd=12.239 ms
[1784630645.401065] seq=193 owd=12.237 ms
[1784630645.441059] seq=195 owd=12.250 ms
[1784630645.461066] seq=196 owd=12.244 ms
[1784630645.521070] seq=199 owd=12.260 ms
[1784630645.561060] seq=201 owd=12.256 ms
[1784630645.581089] seq=202 owd=12.255 ms
[1784630645.641072] seq=205 owd=12.263 ms
[1784630645.681079] seq=207 owd=12.269 ms
[1784630645.701027] seq=208 owd=12.221 ms
[1784630645.721030] seq=209 owd=12.237 ms
[1784630645.761081] seq=211 owd=12.237 ms
[1784630645.781053] seq=212 owd=12.232 ms
[1784630645.801090] seq=213 owd=12.263 ms
[1784630645.841041] seq=215 owd=12.253 ms
[1784630645.861080] seq=216 owd=12.251 ms
[1784630645.881029] seq=217 owd=12.220 ms
[1784630645.901083] seq=218 owd=12.275 ms
[1784630645.921117] seq=219 owd=12.287 ms
[1784630645.941075] seq=220 owd=12.274 ms
[1784630645.961033] seq=221 owd=12.229 ms
[1784630646.001061] seq=223 owd=12.249 ms
[1784630646.041083] seq=225 owd=12.275 ms
[1784630646.101059] seq=228 owd=12.255 ms
[1784630646.141098] seq=230 owd=12.269 ms
[1784630646.161081] seq=231 owd=12.280 ms
[1784630646.181026] seq=232 owd=12.242 ms
[1784630646.221066] seq=234 owd=12.259 ms
[1784630646.301036] seq=238 owd=12.251 ms
[1784630646.321057] seq=239 owd=12.253 ms
[1784630646.341048] seq=240 owd=12.235 ms
[1784630646.361125] seq=241 owd=12.289 ms
[1784630646.381089] seq=242 owd=12.287 ms
[1784630646.441052] seq=245 owd=12.244 ms
[1784630646.481099] seq=247 owd=12.250 ms
[1784630646.501089] seq=248 owd=12.287 ms
[1784630646.521072] seq=249 owd=12.254 ms
[1784630646.581083] seq=252 owd=12.252 ms
[1784630646.601065] seq=253 owd=12.273 ms
[1784630646.641083] seq=255 owd=12.254 ms
[1784630646.661064] seq=256 owd=12.249 ms
