# OWD receiver: AF42  port=5002
[1752404830.268440] seq=1 owd=10.131 ms
[1752404830.288460] seq=2 owd=10.132 ms
[1752404830.308502] seq=3 owd=10.170 ms
[1752404830.328517] seq=4 owd=10.171 ms
[1752404830.348465] seq=5 owd=10.138 ms
[1752404830.368504] seq=6 owd=10.175 ms
[1752404830.388393] seq=7 owd=10.068 ms
[1752404830.408448] seq=8 owd=10.131 ms
[1752404830.428396] seq=9 owd=10.072 ms
[1752404830.448366] seq=10 owd=10.047 ms
[1752404830.468359] seq=11 owd=10.043 ms
[1752404830.488350] seq=12 owd=10.036 ms
[1752404830.508453] seq=13 owd=10.123 ms
[1752404830.528422] seq=14 owd=10.092 ms
[1752404830.548487] seq=15 owd=10.120 ms
[1752404830.588387] seq=17 owd=10.067 ms
[1752404830.610679] seq=18 owd=12.354 ms
[1752404830.691267] seq=22 owd=12.958 ms
[1752404830.711310] seq=23 owd=12.982 ms
[1752404830.811332] seq=28 owd=13.010 ms
[1752404830.991347] seq=37 owd=13.008 ms
[1752404831.071329] seq=41 owd=13.003 ms
[1752404831.271346] seq=51 owd=13.023 ms
[1752404831.291376] seq=52 owd=13.039 ms
[1752404831.351328] seq=55 owd=13.015 ms
[1752404831.371362] seq=56 owd=13.029 ms
[1752404831.451331] seq=60 owd=13.002 ms
[1752404831.551345] seq=65 owd=13.024 ms
[1752404831.791237] seq=77 owd=12.900 ms
[1752404831.831354] seq=79 owd=13.005 ms
[1752404831.931349] seq=84 owd=13.022 ms
[1752404832.031355] seq=89 owd=13.016 ms
[1752404832.191316] seq=97 owd=12.998 ms
[1752404832.211336] seq=98 owd=12.980 ms
[1752404832.391349] seq=107 owd=13.026 ms
[1752404832.411369] seq=108 owd=12.996 ms
[1752404832.511401] seq=113 owd=13.066 ms
[1752404832.591372] seq=117 owd=13.038 ms
[1752404832.651300] seq=120 owd=12.978 ms
[1752404832.671332] seq=121 owd=13.002 ms
[1752404832.871384] seq=131 owd=13.051 ms
[1752404832.951348] seq=135 owd=13.016 ms
[1752404833.051404] seq=140 owd=13.070 ms
[1752404833.131343] seq=144 owd=13.011 ms
[1752404833.211307] seq=148 owd=12.970 ms
[1752404833.288408] seq=152 owd=10.085 ms
[1752404833.331356] seq=154 owd=13.004 ms
[1752404833.371263] seq=156 owd=12.929 ms
[1752404833.411346] seq=158 owd=13.013 ms
[1752404833.471278] seq=161 owd=12.959 ms
[1752404833.591350] seq=167 owd=13.022 ms
[1752404833.671317] seq=171 owd=12.996 ms
[1752404833.691355] seq=172 owd=13.024 ms
[1752404833.771334] seq=176 owd=13.016 ms
[1752404833.851331] seq=180 owd=13.009 ms
[1752404834.051327] seq=190 owd=13.010 ms
[1752404834.151347] seq=195 owd=13.024 ms
[1752404834.171415] seq=196 owd=13.076 ms
[1752404834.231315] seq=199 owd=12.987 ms
[1752404834.311319] seq=203 owd=12.996 ms
[1752404834.331343] seq=204 owd=13.022 ms
[1752404834.391281] seq=207 owd=12.960 ms
[1752404834.431363] seq=209 owd=13.028 ms
[1752404834.511343] seq=213 owd=13.016 ms
[1752404834.611382] seq=218 owd=13.049 ms
[1752404834.691354] seq=222 owd=13.033 ms
[1752404834.791331] seq=227 owd=13.009 ms
[1752404834.871319] seq=231 owd=12.985 ms
[1752404835.071335] seq=241 owd=13.005 ms
[1752404835.431281] seq=259 owd=12.957 ms
[1752404835.451335] seq=260 owd=13.012 ms
[1752404835.631432] seq=269 owd=13.087 ms
[1752404835.731348] seq=274 owd=13.007 ms
[1752404835.931372] seq=284 owd=13.032 ms
[1752404836.111358] seq=293 owd=13.020 ms
[1752404836.131407] seq=294 owd=13.047 ms
[1752404836.191320] seq=297 owd=12.993 ms
[1752404836.271312] seq=301 owd=12.978 ms
[1752404836.430839] seq=309 owd=12.501 ms
[1752404836.671345] seq=321 owd=13.018 ms
[1752404836.771360] seq=326 owd=13.038 ms
[1752404836.791407] seq=327 owd=13.038 ms
[1752404836.851331] seq=330 owd=13.005 ms
[1752404836.931301] seq=334 owd=12.976 ms
[1752404837.031318] seq=339 owd=12.988 ms
[1752404837.131326] seq=344 owd=13.008 ms
[1752404837.211313] seq=348 owd=12.982 ms
[1752404837.391286] seq=357 owd=12.968 ms
[1752404837.411346] seq=358 owd=13.025 ms
[1752404837.511369] seq=363 owd=13.038 ms
[1752404837.611358] seq=368 owd=13.026 ms
[1752404837.691348] seq=372 owd=13.028 ms
[1752404837.751285] seq=375 owd=12.968 ms
[1752404837.771312] seq=376 owd=13.000 ms
[1752404837.851291] seq=380 owd=12.971 ms
[1752404837.951339] seq=385 owd=13.017 ms
[1752404838.051320] seq=390 owd=12.994 ms
[1752404838.151360] seq=395 owd=13.032 ms
[1752404838.211273] seq=398 owd=12.941 ms
[1752404838.251370] seq=400 owd=13.040 ms
[1752404838.351384] seq=405 owd=13.033 ms
[1752404838.531358] seq=414 owd=12.982 ms
[1752404838.611133] seq=418 owd=12.797 ms
[1752404838.711346] seq=423 owd=12.985 ms
[1752404838.871280] seq=431 owd=12.961 ms
[1752404838.891316] seq=432 owd=12.993 ms
[1752404838.991337] seq=437 owd=13.003 ms
[1752404839.071336] seq=441 owd=13.003 ms
[1752404839.151298] seq=445 owd=12.956 ms
[1752404839.171335] seq=446 owd=13.010 ms
[1752404839.251317] seq=450 owd=12.993 ms
[1752404839.331291] seq=454 owd=12.975 ms
[1752404839.451372] seq=460 owd=13.041 ms
[1752404839.631339] seq=469 owd=13.021 ms
[1752404839.711306] seq=473 owd=12.981 ms
[1752404839.931382] seq=484 owd=13.039 ms
[1752404839.991296] seq=487 owd=12.964 ms
[1752404840.011354] seq=488 owd=13.033 ms
[1752404840.031407] seq=489 owd=13.042 ms
[1752404840.111366] seq=493 owd=13.016 ms
[1752404840.171300] seq=496 owd=12.974 ms
[1752404840.191363] seq=497 owd=13.030 ms
[1752404840.291367] seq=502 owd=13.039 ms
[1752404840.371343] seq=506 owd=13.016 ms
[1752404840.451310] seq=510 owd=12.976 ms
[1752404840.551347] seq=515 owd=13.010 ms
[1752404840.631294] seq=519 owd=12.971 ms
[1752404840.711276] seq=523 owd=12.956 ms
[1752404840.731305] seq=524 owd=12.916 ms
[1752404840.831356] seq=529 owd=13.035 ms
[1752404840.891269] seq=532 owd=12.947 ms
[1752404840.931361] seq=534 owd=13.012 ms
[1752404841.011351] seq=538 owd=13.031 ms
[1752404841.091302] seq=542 owd=12.986 ms
[1752404841.191352] seq=547 owd=13.032 ms
[1752404841.291352] seq=552 owd=13.031 ms
[1752404841.391380] seq=557 owd=13.050 ms
[1752404841.511411] seq=563 owd=13.026 ms
[1752404841.571354] seq=566 owd=13.018 ms
[1752404841.591394] seq=567 owd=13.026 ms
[1752404841.651319] seq=570 owd=12.992 ms
[1752404841.671384] seq=571 owd=13.030 ms
[1752404841.751339] seq=575 owd=13.005 ms
[1752404841.811272] seq=578 owd=12.944 ms
[1752404841.831333] seq=579 owd=13.006 ms
[1752404841.851385] seq=580 owd=13.050 ms
[1752404841.931360] seq=584 owd=13.028 ms
[1752404842.011325] seq=588 owd=12.992 ms
[1752404842.291308] seq=602 owd=12.981 ms
[1752404842.371284] seq=606 owd=12.967 ms
[1752404842.391345] seq=607 owd=13.025 ms
[1752404842.451272] seq=610 owd=12.956 ms
[1752404842.671347] seq=621 owd=13.030 ms
[1752404842.771356] seq=626 owd=13.030 ms
[1752404842.951343] seq=635 owd=13.019 ms
[1752404842.971373] seq=636 owd=13.005 ms
[1752404843.051350] seq=640 owd=13.017 ms
[1752404843.151362] seq=645 owd=13.031 ms
[1752404843.231346] seq=649 owd=13.024 ms
[1752404843.331347] seq=654 owd=13.008 ms
[1752404843.531375] seq=664 owd=13.038 ms
[1752404843.691358] seq=672 owd=13.023 ms
[1752404843.711377] seq=673 owd=13.046 ms
[1752404843.791344] seq=677 owd=13.026 ms
[1752404843.871297] seq=681 owd=12.981 ms
[1752404843.971326] seq=686 owd=12.992 ms
[1752404844.171350] seq=696 owd=13.019 ms
[1752404844.251308] seq=700 owd=12.990 ms
[1752404844.331287] seq=704 owd=12.978 ms
[1752404844.351323] seq=705 owd=13.005 ms
[1752404844.431304] seq=709 owd=12.980 ms
[1752404844.531324] seq=714 owd=13.000 ms
[1752404844.651593] seq=720 owd=13.026 ms
