# OWD receiver: AF42  port=5002
[1782647911.950231] seq=1 owd=174.456 ms
[1782647911.970376] seq=2 owd=174.526 ms
[1782647911.990252] seq=3 owd=174.456 ms
[1782647912.010259] seq=4 owd=174.459 ms
[1782647912.030326] seq=5 owd=174.524 ms
[1782647912.050418] seq=6 owd=174.620 ms
[1782647912.070144] seq=7 owd=174.347 ms
[1782647912.090191] seq=8 owd=174.363 ms
[1782647912.110233] seq=9 owd=174.438 ms
[1782647912.130224] seq=10 owd=174.423 ms
[1782647912.167871] seq=11 owd=192.067 ms
[1782647912.231434] seq=12 owd=235.642 ms
[1782647912.277001] seq=13 owd=261.203 ms
[1782647912.308365] seq=14 owd=272.588 ms
[1782647912.335909] seq=15 owd=280.115 ms
[1782647912.367163] seq=16 owd=291.354 ms
[1782647912.957797] seq=45 owd=301.983 ms
[1782647912.972493] seq=46 owd=296.672 ms
[1782647912.985579] seq=47 owd=289.757 ms
[1782647913.001256] seq=48 owd=285.416 ms
[1782647913.015400] seq=49 owd=279.573 ms
[1782647913.044676] seq=50 owd=288.852 ms
[1782647913.075203] seq=51 owd=299.387 ms
[1782647913.285364] seq=62 owd=289.561 ms
[1782647913.311586] seq=63 owd=295.789 ms
[1782647913.328761] seq=64 owd=292.963 ms
[1782647913.343268] seq=65 owd=287.474 ms
[1782647913.357993] seq=66 owd=282.201 ms
[1782647913.377510] seq=67 owd=281.718 ms
[1782647913.400155] seq=68 owd=284.363 ms
[1782647913.479324] seq=72 owd=283.512 ms
[1782647913.504490] seq=73 owd=288.686 ms
[1782647913.534601] seq=74 owd=298.798 ms
[1782647913.705116] seq=83 owd=289.322 ms
[1782647913.727996] seq=84 owd=292.197 ms
[1782647913.746156] seq=85 owd=290.353 ms
[1782647913.756326] seq=86 owd=280.518 ms
[1782647913.771680] seq=87 owd=275.884 ms
[1782647913.795322] seq=88 owd=279.521 ms
[1782647913.820375] seq=89 owd=284.582 ms
[1782647913.904493] seq=93 owd=288.699 ms
[1782647913.929970] seq=94 owd=294.178 ms
[1782647914.205855] seq=107 owd=310.054 ms
[1782647914.273536] seq=111 owd=297.730 ms
[1782647914.290425] seq=112 owd=294.626 ms
[1782647914.315142] seq=113 owd=299.350 ms
[1782647914.339054] seq=114 owd=303.252 ms
[1782647914.356962] seq=115 owd=301.167 ms
[1782647914.375422] seq=116 owd=299.629 ms
[1782647914.394958] seq=117 owd=299.144 ms
[1782647914.417127] seq=118 owd=301.328 ms
[1782647914.436826] seq=119 owd=301.030 ms
[1782647914.454905] seq=120 owd=299.091 ms
[1782647914.478828] seq=121 owd=303.024 ms
[1782647914.499761] seq=122 owd=303.919 ms
[1782647914.518615] seq=123 owd=302.790 ms
[1782647914.536723] seq=124 owd=300.922 ms
[1782647914.555606] seq=125 owd=299.793 ms
[1782647914.576780] seq=126 owd=300.982 ms
[1782647914.596044] seq=127 owd=300.230 ms
[1782647914.616521] seq=128 owd=300.719 ms
[1782647914.636704] seq=129 owd=300.889 ms
[1782647914.655686] seq=130 owd=299.874 ms
[1782647914.677163] seq=131 owd=301.352 ms
[1782647914.700217] seq=132 owd=304.399 ms
[1782647914.723250] seq=133 owd=307.446 ms
[1782647914.740674] seq=134 owd=304.877 ms
[1782647914.760278] seq=135 owd=304.458 ms
[1782647914.777785] seq=136 owd=301.967 ms
[1782647914.929271] seq=144 owd=293.483 ms
[1782647914.956075] seq=145 owd=300.272 ms
[1782647915.046758] seq=149 owd=310.943 ms
[1782647915.066643] seq=150 owd=310.838 ms
[1782647915.084961] seq=151 owd=309.158 ms
[1782647915.098285] seq=152 owd=302.469 ms
[1782647915.113663] seq=153 owd=297.851 ms
[1782647915.132991] seq=154 owd=297.172 ms
[1782647915.149085] seq=155 owd=293.271 ms
[1782647915.204974] seq=158 owd=289.182 ms
[1782647915.233793] seq=159 owd=297.997 ms
[1782647915.241909] seq=160 owd=286.120 ms
[1782647915.257434] seq=161 owd=281.632 ms
[1782647915.281225] seq=162 owd=285.428 ms
[1782647915.426656] seq=168 owd=310.855 ms
[1782647915.453270] seq=169 owd=317.448 ms
[1782647915.470712] seq=170 owd=314.897 ms
[1782647915.487116] seq=171 owd=311.293 ms
[1782647915.510461] seq=172 owd=314.639 ms
[1782647915.660313] seq=180 owd=304.495 ms
[1782647915.677583] seq=181 owd=301.754 ms
[1782647915.691079] seq=182 owd=295.262 ms
[1782647915.703175] seq=183 owd=287.394 ms
[1782647915.721683] seq=184 owd=285.879 ms
[1782647915.746757] seq=185 owd=290.960 ms
[1782647915.841543] seq=190 owd=285.743 ms
[1782647915.894879] seq=193 owd=279.083 ms
[1782647915.924600] seq=194 owd=288.802 ms
[1782647915.945784] seq=195 owd=289.974 ms
[1782647916.074128] seq=201 owd=298.318 ms
[1782647916.097265] seq=202 owd=301.464 ms
[1782647916.124263] seq=203 owd=308.461 ms
[1782647916.171916] seq=206 owd=296.108 ms
[1782647916.184340] seq=207 owd=288.539 ms
[1782647916.210125] seq=208 owd=294.341 ms
[1782647916.228066] seq=209 owd=292.263 ms
[1782647916.237306] seq=210 owd=281.519 ms
[1782647916.253618] seq=211 owd=277.821 ms
[1782647916.278254] seq=212 owd=282.453 ms
[1782647916.301414] seq=213 owd=285.618 ms
[1782647916.355217] seq=216 owd=279.424 ms
[1782647916.377518] seq=217 owd=281.740 ms
[1782647916.400272] seq=218 owd=284.478 ms
[1782647916.426108] seq=219 owd=290.301 ms
[1782647916.500360] seq=223 owd=284.552 ms
[1782647916.527717] seq=224 owd=291.917 ms
[1782647916.550149] seq=225 owd=294.351 ms
[1782647916.570859] seq=226 owd=295.011 ms
[1782647916.755294] seq=236 owd=279.485 ms
[1782647916.776626] seq=237 owd=280.828 ms
[1782647916.805603] seq=238 owd=289.807 ms
[1782647917.063302] seq=250 owd=307.493 ms
[1782647917.076014] seq=251 owd=300.207 ms
[1782647917.090618] seq=252 owd=294.804 ms
[1782647917.112780] seq=253 owd=296.967 ms
[1782647917.139798] seq=254 owd=303.998 ms
[1782647917.156837] seq=255 owd=301.035 ms
[1782647917.168891] seq=256 owd=293.094 ms
[1782647917.187902] seq=257 owd=292.103 ms
[1782647917.226045] seq=259 owd=290.240 ms
[1782647917.236629] seq=260 owd=280.821 ms
[1782647917.255519] seq=261 owd=279.719 ms
[1782647917.333405] seq=265 owd=277.605 ms
[1782647917.356757] seq=266 owd=280.968 ms
[1782647917.382464] seq=267 owd=286.650 ms
[1782647917.460869] seq=271 owd=285.061 ms
[1782647917.481617] seq=272 owd=285.787 ms
[1782647917.502501] seq=273 owd=286.690 ms
[1782647917.525325] seq=274 owd=289.504 ms
[1782647917.673712] seq=281 owd=297.892 ms
[1782647917.700677] seq=282 owd=304.867 ms
[1782647917.724131] seq=283 owd=308.323 ms
[1782647917.742790] seq=284 owd=306.979 ms
[1782647917.757021] seq=285 owd=301.215 ms
[1782647917.770619] seq=286 owd=294.803 ms
[1782647917.785675] seq=287 owd=289.883 ms
[1782647917.799351] seq=288 owd=283.547 ms
[1782647917.835456] seq=290 owd=279.658 ms
[1782647917.857764] seq=291 owd=281.965 ms
[1782647917.883979] seq=292 owd=288.188 ms
[1782647918.176714] seq=306 owd=300.906 ms
[1782647918.190903] seq=307 owd=295.103 ms
[1782647918.210278] seq=308 owd=294.475 ms
[1782647918.226617] seq=309 owd=290.802 ms
[1782647918.237153] seq=310 owd=281.347 ms
[1782647918.255066] seq=311 owd=279.269 ms
[1782647918.279562] seq=312 owd=283.765 ms
[1782647918.356059] seq=316 owd=280.249 ms
[1782647918.379103] seq=317 owd=283.292 ms
[1782647918.404702] seq=318 owd=288.891 ms
[1782647918.431183] seq=319 owd=295.368 ms
[1782647919.173436] seq=356 owd=297.630 ms
[1782647919.190883] seq=357 owd=295.084 ms
[1782647919.209395] seq=358 owd=293.588 ms
[1782647919.226282] seq=359 owd=290.447 ms
[1782647919.242405] seq=360 owd=286.604 ms
[1782647919.354855] seq=365 owd=299.021 ms
[1782647919.382127] seq=366 owd=306.300 ms
[1782647919.399498] seq=367 owd=303.676 ms
[1782647919.414264] seq=368 owd=298.450 ms
[1782647919.434456] seq=369 owd=298.643 ms
[1782647919.456119] seq=370 owd=300.306 ms
[1782647919.475019] seq=371 owd=299.207 ms
[1782647919.492127] seq=372 owd=296.314 ms
[1782647919.897714] seq=393 owd=281.916 ms
[1782647919.926153] seq=394 owd=290.349 ms
[1782647919.946956] seq=395 owd=291.158 ms
[1782647920.058108] seq=401 owd=282.299 ms
[1782647920.082836] seq=402 owd=287.020 ms
[1782647920.281684] seq=412 owd=285.884 ms
[1782647920.305638] seq=413 owd=289.838 ms
[1782647920.329876] seq=414 owd=294.082 ms
[1782647920.510244] seq=423 owd=294.420 ms
[1782647920.857714] seq=440 owd=301.899 ms
[1782647920.872582] seq=441 owd=296.760 ms
[1782647920.890367] seq=442 owd=294.555 ms
[1782647920.911697] seq=443 owd=295.852 ms
[1782647920.934067] seq=444 owd=298.274 ms
[1782647920.958040] seq=445 owd=302.238 ms
[1782647921.278936] seq=462 owd=283.146 ms
