# OWD receiver: AF41  port=5001
[1782817223.010314] seq=1 owd=0.169 ms
[1782817223.030295] seq=2 owd=0.125 ms
[1782817223.050281] seq=3 owd=0.132 ms
[1782817223.070446] seq=4 owd=0.274 ms
[1782817223.095339] seq=5 owd=5.160 ms
[1782817223.115310] seq=6 owd=5.134 ms
[1782817223.135307] seq=7 owd=5.133 ms
[1782817223.175310] seq=9 owd=5.133 ms
[1782817223.195305] seq=10 owd=5.126 ms
[1782817223.215302] seq=11 owd=5.119 ms
[1782817223.235311] seq=12 owd=5.131 ms
[1782817223.395316] seq=20 owd=5.132 ms
[1782817223.415313] seq=21 owd=5.132 ms
[1782817223.555319] seq=28 owd=5.144 ms
[1782817223.575340] seq=29 owd=5.161 ms
[1782817223.595330] seq=30 owd=5.152 ms
[1782817223.635339] seq=32 owd=5.156 ms
[1782817223.675326] seq=34 owd=5.152 ms
[1782817223.715350] seq=36 owd=5.167 ms
[1782817223.775321] seq=39 owd=5.141 ms
[1782817223.815324] seq=41 owd=5.143 ms
[1782817223.875320] seq=44 owd=5.141 ms
[1782817223.895320] seq=45 owd=5.137 ms
[1782817223.975425] seq=49 owd=5.236 ms
[1782817223.995355] seq=50 owd=5.168 ms
[1782817224.035322] seq=52 owd=5.145 ms
[1782817224.055312] seq=53 owd=5.138 ms
[1782817224.115296] seq=56 owd=5.131 ms
[1782817224.135290] seq=57 owd=5.127 ms
[1782817224.155295] seq=58 owd=5.132 ms
[1782817224.215314] seq=61 owd=5.146 ms
[1782817224.235306] seq=62 owd=5.126 ms
[1782817224.255319] seq=63 owd=5.144 ms
[1782817224.275327] seq=64 owd=5.146 ms
[1782817224.415312] seq=71 owd=5.136 ms
[1782817224.455338] seq=73 owd=5.154 ms
[1782817224.495368] seq=75 owd=5.152 ms
[1782817224.515499] seq=76 owd=5.287 ms
[1782817224.575294] seq=79 owd=5.130 ms
[1782817224.595302] seq=80 owd=5.134 ms
[1782817224.675327] seq=84 owd=5.149 ms
[1782817224.755353] seq=88 owd=5.143 ms
[1782817224.775310] seq=89 owd=5.145 ms
[1782817224.795308] seq=90 owd=5.133 ms
[1782817224.815305] seq=91 owd=5.131 ms
[1782817224.855320] seq=93 owd=5.138 ms
[1782817224.875335] seq=94 owd=5.159 ms
[1782817224.895326] seq=95 owd=5.148 ms
[1782817224.915333] seq=96 owd=5.157 ms
[1782817224.995341] seq=100 owd=5.162 ms
[1782817225.015583] seq=101 owd=5.411 ms
[1782817225.035309] seq=102 owd=5.142 ms
[1782817225.055355] seq=103 owd=5.173 ms
[1782817225.135316] seq=107 owd=5.142 ms
[1782817225.175310] seq=109 owd=5.136 ms
[1782817225.195293] seq=110 owd=5.144 ms
[1782817225.335433] seq=117 owd=5.255 ms
[1782817225.355395] seq=118 owd=5.229 ms
[1782817225.375298] seq=119 owd=5.127 ms
[1782817225.395315] seq=120 owd=5.143 ms
[1782817225.415303] seq=121 owd=5.133 ms
[1782817225.475296] seq=124 owd=5.131 ms
[1782817225.535313] seq=127 owd=5.141 ms
[1782817225.555308] seq=128 owd=5.137 ms
[1782817225.615311] seq=131 owd=5.143 ms
[1782817225.635333] seq=132 owd=5.154 ms
[1782817225.655315] seq=133 owd=5.139 ms
[1782817225.675328] seq=134 owd=5.150 ms
[1782817225.715347] seq=136 owd=5.164 ms
[1782817225.755304] seq=138 owd=5.129 ms
[1782817225.835298] seq=142 owd=5.126 ms
[1782817225.855316] seq=143 owd=5.142 ms
[1782817225.875300] seq=144 owd=5.129 ms
[1782817225.895336] seq=145 owd=5.154 ms
