# OWD receiver: AF42  port=5002
[1784205643.505774] seq=1 owd=0.255 ms
[1784205643.525810] seq=2 owd=0.163 ms
[1784205643.545812] seq=3 owd=0.263 ms
[1784205643.607022] seq=4 owd=41.452 ms
[1784205643.844126] seq=15 owd=58.580 ms
[1784205643.884073] seq=17 owd=58.532 ms
[1784205643.944144] seq=20 owd=58.605 ms
[1784205643.984127] seq=22 owd=58.585 ms
[1784205644.064103] seq=26 owd=58.533 ms
[1784205644.104105] seq=28 owd=58.558 ms
[1784205644.144131] seq=30 owd=58.594 ms
[1784205644.224141] seq=34 owd=58.584 ms
[1784205644.244125] seq=35 owd=58.581 ms
[1784205644.344190] seq=40 owd=58.633 ms
[1784205644.364103] seq=41 owd=58.559 ms
[1784205644.404097] seq=43 owd=58.519 ms
[1784205644.484186] seq=47 owd=58.633 ms
[1784205644.504146] seq=48 owd=58.596 ms
[1784205644.544133] seq=50 owd=58.578 ms
[1784205644.564113] seq=51 owd=58.568 ms
[1784205644.664143] seq=56 owd=58.604 ms
[1784205644.764161] seq=61 owd=58.615 ms
[1784205644.784158] seq=62 owd=58.612 ms
[1784205644.884221] seq=67 owd=58.637 ms
[1784205644.924137] seq=69 owd=58.597 ms
[1784205644.944090] seq=70 owd=58.559 ms
[1784205644.964133] seq=71 owd=58.600 ms
[1784205645.004121] seq=73 owd=58.575 ms
[1784205645.064168] seq=76 owd=58.632 ms
[1784205645.104226] seq=78 owd=58.583 ms
[1784205645.164160] seq=81 owd=58.605 ms
[1784205645.224145] seq=84 owd=58.601 ms
[1784205645.304242] seq=88 owd=58.690 ms
[1784205645.344167] seq=90 owd=58.619 ms
[1784205645.564224] seq=101 owd=58.678 ms
[1784205645.624226] seq=104 owd=58.669 ms
[1784205645.784331] seq=112 owd=58.776 ms
[1784205645.824214] seq=114 owd=58.653 ms
[1784205645.964191] seq=121 owd=58.625 ms
[1784205646.044213] seq=125 owd=58.673 ms
[1784205646.064272] seq=126 owd=58.725 ms
[1784205646.084147] seq=127 owd=58.597 ms
[1784205646.104134] seq=128 owd=58.592 ms
[1784205646.164296] seq=131 owd=58.665 ms
[1784205646.224218] seq=134 owd=58.649 ms
[1784205646.244190] seq=135 owd=58.664 ms
[1784205646.304156] seq=138 owd=58.615 ms
[1784205646.324085] seq=139 owd=58.511 ms
[1784205646.344080] seq=140 owd=58.527 ms
[1784205646.364067] seq=141 owd=58.524 ms
[1784205646.424209] seq=144 owd=58.646 ms
[1784205646.624151] seq=154 owd=58.596 ms
[1784205646.644115] seq=155 owd=58.567 ms
[1784205646.664128] seq=156 owd=58.576 ms
[1784205646.744177] seq=160 owd=58.631 ms
[1784205646.764093] seq=161 owd=58.541 ms
[1784205646.844186] seq=165 owd=58.626 ms
[1784205646.864186] seq=166 owd=58.631 ms
[1784205646.904157] seq=168 owd=58.609 ms
[1784205646.964193] seq=171 owd=58.645 ms
[1784205647.044224] seq=175 owd=58.663 ms
[1784205647.064148] seq=176 owd=58.598 ms
[1784205647.184150] seq=182 owd=58.601 ms
[1784205647.304175] seq=188 owd=58.625 ms
[1784205647.444167] seq=195 owd=58.617 ms
[1784205647.464089] seq=196 owd=58.544 ms
[1784205647.524145] seq=199 owd=58.597 ms
[1784205647.704225] seq=208 owd=58.640 ms
[1784205647.744132] seq=210 owd=58.588 ms
[1784205647.764124] seq=211 owd=58.556 ms
[1784205647.804119] seq=213 owd=58.572 ms
[1784205647.824109] seq=214 owd=58.526 ms
[1784205648.024157] seq=224 owd=58.590 ms
[1784205648.044156] seq=225 owd=58.616 ms
[1784205648.064072] seq=226 owd=58.529 ms
[1784205648.204132] seq=233 owd=58.585 ms
[1784205648.244099] seq=235 owd=58.560 ms
[1784205648.264110] seq=236 owd=58.581 ms
[1784205648.284046] seq=237 owd=58.495 ms
[1784205648.304147] seq=238 owd=58.577 ms
[1784205648.324064] seq=239 owd=58.526 ms
[1784205648.384136] seq=242 owd=58.592 ms
[1784205648.464147] seq=246 owd=58.601 ms
[1784205648.504064] seq=248 owd=58.519 ms
[1784205648.524108] seq=249 owd=58.567 ms
[1784205648.544044] seq=250 owd=58.504 ms
[1784205648.624255] seq=254 owd=58.624 ms
[1784205648.644121] seq=255 owd=58.574 ms
[1784205648.664091] seq=256 owd=58.539 ms
[1784205648.684097] seq=257 owd=58.541 ms
[1784205648.704109] seq=258 owd=58.558 ms
[1784205648.764141] seq=261 owd=58.597 ms
[1784205648.824168] seq=264 owd=58.611 ms
[1784205648.924142] seq=269 owd=58.591 ms
[1784205648.964117] seq=271 owd=58.576 ms
[1784205648.984104] seq=272 owd=58.561 ms
[1784205649.084196] seq=277 owd=58.639 ms
[1784205649.144175] seq=280 owd=58.624 ms
[1784205649.164100] seq=281 owd=58.551 ms
[1784205649.184134] seq=282 owd=58.586 ms
[1784205649.204070] seq=283 owd=58.520 ms
[1784205649.364122] seq=291 owd=58.587 ms
[1784205649.464118] seq=296 owd=58.571 ms
[1784205649.524148] seq=299 owd=58.594 ms
[1784205649.584165] seq=302 owd=58.614 ms
[1784205649.684166] seq=307 owd=58.612 ms
[1784205649.704142] seq=308 owd=58.598 ms
[1784205649.744133] seq=310 owd=58.587 ms
[1784205649.824167] seq=314 owd=58.619 ms
[1784205649.864154] seq=316 owd=58.604 ms
[1784205649.884106] seq=317 owd=58.558 ms
[1784205650.004151] seq=323 owd=58.605 ms
[1784205650.024088] seq=324 owd=58.535 ms
[1784205650.124148] seq=329 owd=58.594 ms
[1784205650.144167] seq=330 owd=58.617 ms
[1784205650.244153] seq=335 owd=58.601 ms
[1784205650.264162] seq=336 owd=58.615 ms
[1784205650.284080] seq=337 owd=58.495 ms
[1784205650.304139] seq=338 owd=58.601 ms
[1784205650.324064] seq=339 owd=58.517 ms
[1784205650.404157] seq=343 owd=58.611 ms
[1784205650.424137] seq=344 owd=58.588 ms
[1784205650.444144] seq=345 owd=58.553 ms
[1784205650.464135] seq=346 owd=58.562 ms
[1784205650.504110] seq=348 owd=58.541 ms
[1784205650.524108] seq=349 owd=58.555 ms
[1784205650.544106] seq=350 owd=58.560 ms
[1784205650.564145] seq=351 owd=58.606 ms
[1784205650.584139] seq=352 owd=58.544 ms
[1784205650.604186] seq=353 owd=58.574 ms
[1784205650.684170] seq=357 owd=58.604 ms
[1784205650.704142] seq=358 owd=58.590 ms
[1784205650.744128] seq=360 owd=58.572 ms
[1784205650.864134] seq=366 owd=58.594 ms
[1784205651.044191] seq=375 owd=58.639 ms
[1784205651.084152] seq=377 owd=58.596 ms
[1784205651.124148] seq=379 owd=58.592 ms
[1784205651.264190] seq=386 owd=58.620 ms
[1784205651.364162] seq=391 owd=58.608 ms
[1784205651.404139] seq=393 owd=58.575 ms
[1784205651.444131] seq=395 owd=58.579 ms
[1784205651.544121] seq=400 owd=58.566 ms
[1784205651.564137] seq=401 owd=58.589 ms
[1784205651.584080] seq=402 owd=58.554 ms
[1784205651.604048] seq=403 owd=58.514 ms
[1784205651.684142] seq=407 owd=58.592 ms
[1784205651.764176] seq=411 owd=58.585 ms
[1784205651.804293] seq=413 owd=58.746 ms
[1784205651.824207] seq=414 owd=58.650 ms
[1784205651.844148] seq=415 owd=58.594 ms
[1784205651.884141] seq=417 owd=58.591 ms
[1784205651.944258] seq=420 owd=58.704 ms
[1784205652.004180] seq=423 owd=58.633 ms
[1784205652.044180] seq=425 owd=58.638 ms
[1784205652.104222] seq=428 owd=58.676 ms
[1784205652.124161] seq=429 owd=58.615 ms
[1784205652.144107] seq=430 owd=58.540 ms
[1784205652.184237] seq=432 owd=58.647 ms
[1784205652.264264] seq=436 owd=58.712 ms
[1784205652.324235] seq=439 owd=58.697 ms
[1784205652.424120] seq=444 owd=58.581 ms
[1784205652.484133] seq=447 owd=58.595 ms
[1784205652.564128] seq=451 owd=58.576 ms
[1784205652.664155] seq=456 owd=58.599 ms
[1784205652.724130] seq=459 owd=58.579 ms
[1784205652.744103] seq=460 owd=58.558 ms
[1784205652.804170] seq=463 owd=58.612 ms
[1784205652.844125] seq=465 owd=58.572 ms
[1784205652.964167] seq=471 owd=58.614 ms
[1784205652.984212] seq=472 owd=58.649 ms
[1784205653.064183] seq=476 owd=58.625 ms
[1784205653.084138] seq=477 owd=58.582 ms
[1784205653.144196] seq=480 owd=58.643 ms
[1784205653.204147] seq=483 owd=58.594 ms
[1784205653.224121] seq=484 owd=58.572 ms
[1784205653.284140] seq=487 owd=58.591 ms
[1784205653.404175] seq=493 owd=58.645 ms
[1784205653.464102] seq=496 owd=58.554 ms
[1784205653.524166] seq=499 owd=58.609 ms
[1784205653.584119] seq=502 owd=58.593 ms
[1784205653.664170] seq=506 owd=58.621 ms
[1784205653.724116] seq=509 owd=58.557 ms
[1784205653.804155] seq=513 owd=58.607 ms
[1784205653.824131] seq=514 owd=58.584 ms
[1784205653.844126] seq=515 owd=58.577 ms
[1784205653.864055] seq=516 owd=58.504 ms
[1784205653.904200] seq=518 owd=58.633 ms
[1784205653.944148] seq=520 owd=58.600 ms
[1784205654.024196] seq=524 owd=58.640 ms
[1784205654.044159] seq=525 owd=58.601 ms
[1784205654.064082] seq=526 owd=58.530 ms
[1784205654.084103] seq=527 owd=58.530 ms
[1784205654.104076] seq=528 owd=58.541 ms
[1784205654.124086] seq=529 owd=58.549 ms
[1784205654.184359] seq=532 owd=58.802 ms
[1784205654.204142] seq=533 owd=58.584 ms
[1784205654.244147] seq=535 owd=58.593 ms
[1784205654.264131] seq=536 owd=58.583 ms
[1784205654.304703] seq=538 owd=59.159 ms
[1784205654.366690] seq=541 owd=61.146 ms
[1784205654.384168] seq=542 owd=58.623 ms
