# OWD receiver: AF43  port=5003
[1782824848.763209] seq=1 owd=0.240 ms
[1782824848.797355] seq=2 owd=14.341 ms
[1782824848.857563] seq=3 owd=54.521 ms
[1782824848.923677] seq=5 owd=80.672 ms
[1782824849.023802] seq=10 owd=80.801 ms
[1782824849.103919] seq=14 owd=80.920 ms
[1782824849.203695] seq=19 owd=80.697 ms
[1782824849.223727] seq=20 owd=80.688 ms
[1782824849.303697] seq=24 owd=80.694 ms
[1782824849.323712] seq=25 owd=80.682 ms
[1782824849.343878] seq=26 owd=80.878 ms
[1782824849.363650] seq=27 owd=80.644 ms
[1782824849.383623] seq=28 owd=80.620 ms
[1782824849.523713] seq=35 owd=80.709 ms
[1782824849.543685] seq=36 owd=80.681 ms
[1782824849.583659] seq=38 owd=80.660 ms
[1782824849.643695] seq=41 owd=80.693 ms
[1782824849.663670] seq=42 owd=80.675 ms
[1782824849.683687] seq=43 owd=80.683 ms
[1782824849.723663] seq=45 owd=80.659 ms
[1782824849.803690] seq=49 owd=80.683 ms
[1782824849.903699] seq=54 owd=80.703 ms
[1782824849.943680] seq=56 owd=80.681 ms
[1782824850.003688] seq=59 owd=80.695 ms
[1782824850.083692] seq=63 owd=80.696 ms
[1782824850.183715] seq=68 owd=80.714 ms
[1782824850.203688] seq=69 owd=80.705 ms
[1782824850.463718] seq=82 owd=80.712 ms
[1782824850.483675] seq=83 owd=80.676 ms
[1782824850.583710] seq=88 owd=80.706 ms
[1782824850.663682] seq=92 owd=80.682 ms
[1782824850.923692] seq=105 owd=80.691 ms
[1782824851.163711] seq=117 owd=80.714 ms
[1782824851.303712] seq=124 owd=80.708 ms
[1782824851.343968] seq=126 owd=80.944 ms
[1782824851.443701] seq=131 owd=80.700 ms
[1782824852.043839] seq=161 owd=80.838 ms
[1782824852.063678] seq=162 owd=80.676 ms
[1782824852.243694] seq=171 owd=80.694 ms
[1782824852.483709] seq=183 owd=80.714 ms
[1782824852.503669] seq=184 owd=80.681 ms
