# OWD receiver: AF43  port=5003
[1782128700.206757] seq=1 owd=40.093 ms
[1782128700.226810] seq=2 owd=40.123 ms
[1782128700.246803] seq=3 owd=40.100 ms
[1782128700.266840] seq=4 owd=40.139 ms
[1782128700.287574] seq=5 owd=40.853 ms
[1782128700.306937] seq=6 owd=40.128 ms
[1782128700.326818] seq=7 owd=40.113 ms
[1782128700.346877] seq=8 owd=40.183 ms
[1782128700.366835] seq=9 owd=40.149 ms
[1782128700.417985] seq=10 owd=71.293 ms
[1782128700.527384] seq=15 owd=80.702 ms
[1782128700.627389] seq=20 owd=80.699 ms
[1782128700.667387] seq=22 owd=80.700 ms
[1782128701.147408] seq=46 owd=80.703 ms
[1782128701.227385] seq=50 owd=80.687 ms
[1782128701.467406] seq=62 owd=80.720 ms
[1782128701.487393] seq=63 owd=80.706 ms
[1782128701.667404] seq=72 owd=80.721 ms
[1782128701.807463] seq=79 owd=80.724 ms
[1782128701.827402] seq=80 owd=80.678 ms
[1782128701.887357] seq=83 owd=80.671 ms
[1782128701.927389] seq=85 owd=80.692 ms
[1782128702.107436] seq=94 owd=80.719 ms
[1782128702.207417] seq=99 owd=80.712 ms
[1782128702.267401] seq=102 owd=80.699 ms
[1782128702.407416] seq=109 owd=80.718 ms
[1782128702.547384] seq=116 owd=80.697 ms
[1782128702.607392] seq=119 owd=80.704 ms
[1782128702.667397] seq=122 owd=80.708 ms
[1782128702.707379] seq=124 owd=80.698 ms
[1782128702.807400] seq=129 owd=80.698 ms
[1782128702.907398] seq=134 owd=80.701 ms
[1782128703.067437] seq=142 owd=80.732 ms
[1782128703.227408] seq=150 owd=80.715 ms
[1782128703.447412] seq=161 owd=80.712 ms
[1782128703.687417] seq=173 owd=80.721 ms
[1782128703.747404] seq=176 owd=80.706 ms
[1782128703.787382] seq=178 owd=80.695 ms
[1782128703.827399] seq=180 owd=80.672 ms
[1782128703.907406] seq=184 owd=80.701 ms
[1782128704.027419] seq=190 owd=80.731 ms
[1782128704.087389] seq=193 owd=80.702 ms
[1782128704.247415] seq=201 owd=80.724 ms
[1782128704.427418] seq=210 owd=80.717 ms
[1782128704.487390] seq=213 owd=80.694 ms
[1782128704.567401] seq=217 owd=80.716 ms
[1782128704.607414] seq=219 owd=80.716 ms
[1782128704.747407] seq=226 owd=80.709 ms
[1782128704.967422] seq=237 owd=80.720 ms
[1782128705.007384] seq=239 owd=80.692 ms
[1782128705.507425] seq=264 owd=80.731 ms
[1782128705.547396] seq=266 owd=80.699 ms
[1782128705.727500] seq=275 owd=80.795 ms
[1782128705.787382] seq=278 owd=80.692 ms
[1782128705.807420] seq=279 owd=80.699 ms
[1782128706.107434] seq=294 owd=80.738 ms
[1782128706.187409] seq=298 owd=80.716 ms
[1782128706.207393] seq=299 owd=80.700 ms
[1782128706.587407] seq=318 owd=80.715 ms
[1782128706.627398] seq=320 owd=80.694 ms
[1782128706.667350] seq=322 owd=80.657 ms
[1782128706.707377] seq=324 owd=80.689 ms
[1782128706.807409] seq=329 owd=80.706 ms
[1782128706.987408] seq=338 owd=80.716 ms
[1782128707.047407] seq=341 owd=80.708 ms
[1782128707.107629] seq=344 owd=80.943 ms
[1782128707.127361] seq=345 owd=80.679 ms
[1782128707.167346] seq=347 owd=80.660 ms
[1782128707.207364] seq=349 owd=80.667 ms
[1782128707.247360] seq=351 owd=80.666 ms
[1782128707.287373] seq=353 owd=80.649 ms
[1782128707.307358] seq=354 owd=80.667 ms
[1782128707.407403] seq=359 owd=80.702 ms
[1782128707.588160] seq=368 owd=81.445 ms
[1782128707.647404] seq=371 owd=80.707 ms
[1782128707.847407] seq=381 owd=80.717 ms
[1782128707.887390] seq=383 owd=80.691 ms
[1782128707.907367] seq=384 owd=80.675 ms
[1782128707.967360] seq=387 owd=80.693 ms
[1782128708.107436] seq=394 owd=80.733 ms
[1782128708.207389] seq=399 owd=80.690 ms
[1782128708.390827] seq=408 owd=84.133 ms
[1782128708.707385] seq=424 owd=80.712 ms
[1782128708.907417] seq=434 owd=80.722 ms
[1782128709.047449] seq=441 owd=80.724 ms
[1782128709.127392] seq=445 owd=80.696 ms
[1782128709.347426] seq=456 owd=80.728 ms
[1782128709.387456] seq=458 owd=80.756 ms
[1782128709.507399] seq=464 owd=80.701 ms
[1782128709.647393] seq=471 owd=80.703 ms
[1782128709.667389] seq=472 owd=80.699 ms
[1782128709.727367] seq=475 owd=80.667 ms
[1782128709.749188] seq=476 owd=82.487 ms
[1782128709.807379] seq=479 owd=80.683 ms
[1782128709.867394] seq=482 owd=80.700 ms
[1782128709.947388] seq=486 owd=80.697 ms
[1782128710.027414] seq=490 owd=80.722 ms
[1782128710.187438] seq=498 owd=80.728 ms
[1782128710.207413] seq=499 owd=80.708 ms
[1782128710.327404] seq=505 owd=80.705 ms
[1782128710.368454] seq=507 owd=81.763 ms
[1782128710.387419] seq=508 owd=80.677 ms
[1782128710.407324] seq=509 owd=80.635 ms
[1782128710.507403] seq=514 owd=80.712 ms
[1782128710.707438] seq=524 owd=80.756 ms
[1782128710.727411] seq=525 owd=80.713 ms
[1782128710.927415] seq=535 owd=80.718 ms
[1782128711.027394] seq=540 owd=80.707 ms
[1782128711.127421] seq=545 owd=80.727 ms
[1782128711.247415] seq=551 owd=80.723 ms
[1782128711.407400] seq=559 owd=80.718 ms
[1782128711.487428] seq=563 owd=80.712 ms
[1782128711.547433] seq=566 owd=80.733 ms
[1782128711.627405] seq=570 owd=80.703 ms
[1782128711.727404] seq=575 owd=80.710 ms
