time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,830690813,147645411,79633314
2,1004813908,163280677,81635699
3,1003823040,163108885,81563578
4,1005100505,163325135,81662944
5,1004769127,163271452,81626958
6,1004673126,163243243,81626292
7,1005001988,163316394,81662782
8,1004751215,163262872,81635968
9,1004046722,163162837,81563685
10,1004688575,163244745,81626958
11,1004581125,163253617,81626874
12,1005663310,163416412,81708233
13,1003697779,163100099,81545898
14,1004395665,163306047,81661998
15,1005808097,163325243,81671739
16,1003930407,163135834,81563900
17,1004333034,163198680,81590527
18,1005575183,163405794,81707563
19,1004831874,163271721,81644978
20,1004046722,163162784,81572364
21,1005100583,163325266,81662968
22,1004840776,163280569,81635914
23,1004163036,163189733,81599528
24,1005010998,163280462,81645354
25,1005199023,163361175,81680802
26,1004634784,163253593,81626850
27,1003975144,163136103,81554577
28,1004813908,163280677,81644924
29,1004813962,163271613,81635968
30,1004198825,163171731,81581687
31,1005046846,163352081,81680557
32,1004518354,163181944,81600197
33,1004921382,163307707,81653934
34,1004903523,163289310,81635752
35,1004616872,163235788,81617948
36,1004661653,163253324,81627227
37,1005028856,163316394,81653665
38,1004840830,163271505,81644709
39,1004643741,163253378,81635752
40,1004554179,163244637,81609099
41,1003975221,163135751,81563494
42,1005342322,163370023,81689705
43,1004503086,163225200,81617422
44,1004912468,163298320,81644762
45,1004876601,163298589,81635806
46,1004180931,163153783,81599259
47,1005055725,163334199,81662621
48,1004778137,163262549,81626904
49,1004401924,163208758,81599928
50,1004885557,163289729,81653772
51,1004778161,163280593,81636207
52,1003984091,163153836,81572901
53,1004885611,163271452,81644924
54,1005421252,163380660,81681553
55,1004055669,163135834,81581687
56,1004993031,163316394,81644816
57,1005073691,163316125,81662770
58,1004625828,163244529,81627011
59,1004742258,163271870,81626958
60,922797561,167673585,110625980
61,77,77,77
62,0,0,0
63,0,0,0
