# OWD receiver: AF43  port=5003
[1782128849.642204] seq=1 owd=40.101 ms
[1782128849.662252] seq=2 owd=40.119 ms
[1782128849.682337] seq=3 owd=40.201 ms
[1782128849.702285] seq=4 owd=40.149 ms
[1782128849.722330] seq=5 owd=40.192 ms
[1782128849.742323] seq=6 owd=40.166 ms
[1782128849.762277] seq=7 owd=40.141 ms
[1782128849.782267] seq=8 owd=40.128 ms
[1782128849.802242] seq=9 owd=40.109 ms
[1782128849.870563] seq=11 owd=68.415 ms
[1782128850.062854] seq=20 owd=80.720 ms
[1782128850.202869] seq=27 owd=80.712 ms
[1782128850.262828] seq=30 owd=80.701 ms
[1782128850.322824] seq=33 owd=80.688 ms
[1782128850.962857] seq=65 owd=80.723 ms
[1782128851.042832] seq=69 owd=80.695 ms
[1782128851.122828] seq=73 owd=80.689 ms
[1782128851.242871] seq=79 owd=80.738 ms
[1782128851.262838] seq=80 owd=80.703 ms
[1782128851.402835] seq=87 owd=80.702 ms
[1782128851.462856] seq=90 owd=80.711 ms
[1782128851.482831] seq=91 owd=80.666 ms
[1782128851.502791] seq=92 owd=80.667 ms
[1782128851.582829] seq=96 owd=80.685 ms
[1782128851.722865] seq=103 owd=80.723 ms
[1782128851.902868] seq=112 owd=80.730 ms
[1782128852.002853] seq=117 owd=80.712 ms
[1782128852.022839] seq=118 owd=80.702 ms
[1782128852.082770] seq=121 owd=80.660 ms
[1782128852.122833] seq=123 owd=80.682 ms
[1782128852.142799] seq=124 owd=80.663 ms
[1782128852.222845] seq=128 owd=80.706 ms
[1782128852.302843] seq=132 owd=80.706 ms
[1782128852.382833] seq=136 owd=80.693 ms
[1782128852.782843] seq=156 owd=80.710 ms
[1782128852.842835] seq=159 owd=80.701 ms
[1782128852.942847] seq=164 owd=80.710 ms
[1782128853.022861] seq=168 owd=80.719 ms
[1782128853.122836] seq=173 owd=80.702 ms
[1782128853.382862] seq=186 owd=80.723 ms
[1782128853.442832] seq=189 owd=80.691 ms
[1782128853.562892] seq=195 owd=80.739 ms
[1782128853.602825] seq=197 owd=80.681 ms
[1782128853.962852] seq=215 owd=80.708 ms
[1782128854.002838] seq=217 owd=80.699 ms
[1782128854.042807] seq=219 owd=80.675 ms
[1782128854.082812] seq=221 owd=80.678 ms
[1782128854.262860] seq=230 owd=80.718 ms
[1782128854.282838] seq=231 owd=80.702 ms
[1782128854.462843] seq=240 owd=80.710 ms
[1782128854.522848] seq=243 owd=80.702 ms
[1782128854.642848] seq=249 owd=80.712 ms
[1782128854.742876] seq=254 owd=80.740 ms
[1782128854.862850] seq=260 owd=80.719 ms
[1782128855.045302] seq=269 owd=83.167 ms
[1782128855.102838] seq=272 owd=80.703 ms
[1782128855.422872] seq=288 owd=80.712 ms
[1782128855.482844] seq=291 owd=80.703 ms
[1782128855.742891] seq=304 owd=80.763 ms
[1782128855.782819] seq=306 owd=80.677 ms
[1782128855.902852] seq=312 owd=80.710 ms
[1782128855.922845] seq=313 owd=80.694 ms
[1782128856.002849] seq=317 owd=80.706 ms
[1782128856.202868] seq=327 owd=80.722 ms
[1782128856.262825] seq=330 owd=80.694 ms
[1782128856.342829] seq=334 owd=80.691 ms
[1782128856.522842] seq=343 owd=80.703 ms
[1782128856.782841] seq=356 owd=80.709 ms
[1782128856.902892] seq=362 owd=80.725 ms
[1782128857.182860] seq=376 owd=80.713 ms
[1782128857.502871] seq=392 owd=80.730 ms
[1782128857.562818] seq=395 owd=80.678 ms
[1782128857.622816] seq=398 owd=80.683 ms
