# OWD receiver: AF41  port=5001
[1782194806.060679] seq=1 owd=0.221 ms
[1782194806.080707] seq=2 owd=0.142 ms
[1782194806.100721] seq=3 owd=0.121 ms
[1782194806.120746] seq=4 owd=0.186 ms
[1782194806.140558] seq=5 owd=0.079 ms
[1782194806.160761] seq=6 owd=0.184 ms
[1782194806.180594] seq=7 owd=0.109 ms
[1782194806.200567] seq=8 owd=0.086 ms
[1782194806.220731] seq=9 owd=0.091 ms
[1782194806.240609] seq=10 owd=0.123 ms
[1782194806.260570] seq=11 owd=0.090 ms
[1782194806.281984] seq=12 owd=1.491 ms
[1782194806.304056] seq=13 owd=3.547 ms
[1782194806.325624] seq=14 owd=5.139 ms
[1782194806.365628] seq=16 owd=5.140 ms
[1782194806.405618] seq=18 owd=5.143 ms
[1782194806.425637] seq=19 owd=5.140 ms
[1782194806.505670] seq=23 owd=5.172 ms
[1782194806.565616] seq=26 owd=5.126 ms
[1782194806.585631] seq=27 owd=5.142 ms
[1782194806.605626] seq=28 owd=5.146 ms
[1782194806.625810] seq=29 owd=5.299 ms
[1782194806.685620] seq=32 owd=5.137 ms
[1782194806.705629] seq=33 owd=5.142 ms
[1782194806.765620] seq=36 owd=5.134 ms
[1782194806.845633] seq=40 owd=5.145 ms
[1782194806.865651] seq=41 owd=5.149 ms
[1782194806.885628] seq=42 owd=5.136 ms
[1782194806.965614] seq=46 owd=5.117 ms
[1782194806.985626] seq=47 owd=5.131 ms
[1782194807.005629] seq=48 owd=5.134 ms
[1782194807.065601] seq=51 owd=5.118 ms
[1782194807.085627] seq=52 owd=5.144 ms
[1782194807.105634] seq=53 owd=5.146 ms
[1782194807.145638] seq=55 owd=5.147 ms
[1782194807.185647] seq=57 owd=5.157 ms
[1782194807.245641] seq=60 owd=5.144 ms
[1782194807.265619] seq=61 owd=5.123 ms
[1782194807.345633] seq=65 owd=5.143 ms
[1782194807.425657] seq=69 owd=5.123 ms
[1782194807.465616] seq=71 owd=5.137 ms
[1782194807.505627] seq=73 owd=5.135 ms
[1782194807.525638] seq=74 owd=5.125 ms
[1782194807.545633] seq=75 owd=5.133 ms
[1782194807.585624] seq=77 owd=5.135 ms
[1782194807.625632] seq=79 owd=5.141 ms
[1782194807.665631] seq=81 owd=5.139 ms
[1782194807.685672] seq=82 owd=5.177 ms
[1782194807.725627] seq=84 owd=5.132 ms
[1782194807.765635] seq=86 owd=5.148 ms
[1782194807.805650] seq=88 owd=5.157 ms
[1782194807.845617] seq=90 owd=5.131 ms
[1782194807.865636] seq=91 owd=5.146 ms
[1782194807.885630] seq=92 owd=5.141 ms
[1782194807.905625] seq=93 owd=5.141 ms
[1782194807.925648] seq=94 owd=5.139 ms
[1782194807.945636] seq=95 owd=5.138 ms
[1782194807.965647] seq=96 owd=5.155 ms
[1782194808.005623] seq=98 owd=5.131 ms
[1782194808.025632] seq=99 owd=5.136 ms
[1782194808.105640] seq=103 owd=5.126 ms
[1782194808.125627] seq=104 owd=5.126 ms
[1782194808.145609] seq=105 owd=5.125 ms
[1782194808.166393] seq=106 owd=5.900 ms
[1782194808.205698] seq=108 owd=5.199 ms
[1782194808.265634] seq=111 owd=5.147 ms
[1782194808.285654] seq=112 owd=5.155 ms
[1782194808.345639] seq=115 owd=5.146 ms
[1782194808.365647] seq=116 owd=5.152 ms
[1782194808.385630] seq=117 owd=5.130 ms
[1782194808.405652] seq=118 owd=5.155 ms
[1782194808.425620] seq=119 owd=5.143 ms
[1782194808.445648] seq=120 owd=5.136 ms
[1782194808.465633] seq=121 owd=5.142 ms
[1782194808.505642] seq=123 owd=5.147 ms
[1782194808.525651] seq=124 owd=5.152 ms
[1782194808.565790] seq=126 owd=5.290 ms
[1782194808.605650] seq=128 owd=5.138 ms
[1782194808.685645] seq=132 owd=5.148 ms
[1782194808.725630] seq=134 owd=5.131 ms
[1782194808.745636] seq=135 owd=5.130 ms
[1782194808.785643] seq=137 owd=5.145 ms
[1782194808.825634] seq=139 owd=5.130 ms
[1782194808.845640] seq=140 owd=5.143 ms
[1782194808.905656] seq=143 owd=5.162 ms
[1782194808.925693] seq=144 owd=5.170 ms
