# OWD receiver: AF41  port=5001
[1783079372.128626] seq=1 owd=0.195 ms
[1783079372.148723] seq=2 owd=0.175 ms
[1783079372.168692] seq=3 owd=0.141 ms
[1783079372.188547] seq=4 owd=0.090 ms
[1783079372.208631] seq=5 owd=0.096 ms
[1783079372.228729] seq=6 owd=0.176 ms
[1783079372.248636] seq=7 owd=0.082 ms
[1783079372.268667] seq=8 owd=0.181 ms
[1783079372.288737] seq=9 owd=0.191 ms
[1783079372.308624] seq=10 owd=0.158 ms
[1783079372.328559] seq=11 owd=0.098 ms
[1783079372.348596] seq=12 owd=0.096 ms
[1783079372.368535] seq=13 owd=0.083 ms
[1783079372.388561] seq=14 owd=0.102 ms
[1783079372.408511] seq=15 owd=0.071 ms
[1783079372.428524] seq=16 owd=0.077 ms
[1783079372.448530] seq=17 owd=0.076 ms
[1783079372.468534] seq=18 owd=0.081 ms
[1783079372.488554] seq=19 owd=0.061 ms
[1783079372.508533] seq=20 owd=0.062 ms
[1783079372.528555] seq=21 owd=0.085 ms
[1783079372.548537] seq=22 owd=0.088 ms
[1783079372.568527] seq=23 owd=0.074 ms
[1783079372.588577] seq=24 owd=0.089 ms
[1783079372.608551] seq=25 owd=0.096 ms
[1783079372.628546] seq=26 owd=0.085 ms
[1783079372.648554] seq=27 owd=0.093 ms
[1783079372.668561] seq=28 owd=0.081 ms
[1783079372.688513] seq=29 owd=0.080 ms
[1783079372.708547] seq=30 owd=0.099 ms
[1783079372.728581] seq=31 owd=0.083 ms
[1783079372.748516] seq=32 owd=0.070 ms
[1783079372.768539] seq=33 owd=0.086 ms
[1783079372.788526] seq=34 owd=0.077 ms
[1783079372.808552] seq=35 owd=0.068 ms
[1783079372.828540] seq=36 owd=0.083 ms
[1783079372.848536] seq=37 owd=0.077 ms
[1783079372.868621] seq=38 owd=0.139 ms
[1783079372.888569] seq=39 owd=0.109 ms
[1783079372.908556] seq=40 owd=0.093 ms
[1783079372.928566] seq=41 owd=0.098 ms
[1783079372.948535] seq=42 owd=0.078 ms
[1783079372.968542] seq=43 owd=0.084 ms
[1783079372.988540] seq=44 owd=0.085 ms
[1783079373.008579] seq=45 owd=0.124 ms
[1783079373.028534] seq=46 owd=0.099 ms
[1783079373.048539] seq=47 owd=0.083 ms
[1783079373.068544] seq=48 owd=0.080 ms
[1783079373.088533] seq=49 owd=0.081 ms
[1783079373.108531] seq=50 owd=0.080 ms
[1783079373.128538] seq=51 owd=0.083 ms
[1783079373.148528] seq=52 owd=0.072 ms
[1783079373.168535] seq=53 owd=0.081 ms
[1783079373.188580] seq=54 owd=0.104 ms
[1783079373.208536] seq=55 owd=0.085 ms
[1783079373.228547] seq=56 owd=0.089 ms
[1783079373.248546] seq=57 owd=0.084 ms
[1783079373.268565] seq=58 owd=0.087 ms
[1783079373.288536] seq=59 owd=0.089 ms
