# OWD receiver: AF41  port=5001
[1782128773.352453] seq=1 owd=0.173 ms
[1782128773.372528] seq=2 owd=0.129 ms
[1782128773.392602] seq=3 owd=0.197 ms
[1782128773.412448] seq=4 owd=0.141 ms
[1782128773.432434] seq=5 owd=0.126 ms
[1782128773.453772] seq=6 owd=1.470 ms
[1782128773.476090] seq=7 owd=3.778 ms
[1782128773.498652] seq=8 owd=6.334 ms
[1782128773.520605] seq=9 owd=8.282 ms
[1782128773.540791] seq=10 owd=8.486 ms
[1782128773.558388] seq=11 owd=6.054 ms
[1782128773.575268] seq=12 owd=2.936 ms
[1782128773.599304] seq=13 owd=6.979 ms
[1782128773.620465] seq=14 owd=8.152 ms
[1782128773.640390] seq=15 owd=8.055 ms
[1782128773.665786] seq=16 owd=13.469 ms
[1782128773.695795] seq=17 owd=23.473 ms
[1782128773.726129] seq=18 owd=33.813 ms
[1782128773.754406] seq=19 owd=42.090 ms
[1782128773.782837] seq=20 owd=50.523 ms
[1782128773.811794] seq=21 owd=59.487 ms
[1782128773.838823] seq=22 owd=66.514 ms
[1782128773.866587] seq=23 owd=74.281 ms
[1782128773.894520] seq=24 owd=82.214 ms
[1782128773.923425] seq=25 owd=91.115 ms
[1782128773.953391] seq=26 owd=101.065 ms
[1782128773.982010] seq=27 owd=109.679 ms
[1782128774.011090] seq=28 owd=118.761 ms
[1782128774.039825] seq=29 owd=127.497 ms
[1782128774.066735] seq=30 owd=134.424 ms
[1782128774.096861] seq=31 owd=144.555 ms
[1782128774.125004] seq=32 owd=152.698 ms
[1782128774.154636] seq=33 owd=162.323 ms
[1782128774.183663] seq=34 owd=171.356 ms
[1782128774.212115] seq=35 owd=179.762 ms
[1782128774.240206] seq=36 owd=187.891 ms
[1782128774.268129] seq=37 owd=195.804 ms
[1782128774.296694] seq=38 owd=204.368 ms
[1782128774.326399] seq=39 owd=214.067 ms
[1782128774.356659] seq=40 owd=224.334 ms
[1782128774.385871] seq=41 owd=233.547 ms
[1782128774.414744] seq=42 owd=242.417 ms
[1782128774.443385] seq=43 owd=251.032 ms
[1782128774.472256] seq=44 owd=259.955 ms
[1782128774.501712] seq=45 owd=269.397 ms
[1782128774.531544] seq=46 owd=279.229 ms
[1782128774.562081] seq=47 owd=289.768 ms
[1782128774.592159] seq=48 owd=299.850 ms
[1782128774.623349] seq=49 owd=311.042 ms
[1782128774.650908] seq=50 owd=318.594 ms
[1782128774.679641] seq=51 owd=327.333 ms
[1782128774.708856] seq=52 owd=336.558 ms
[1782128774.735581] seq=53 owd=343.261 ms
[1782128774.764517] seq=54 owd=352.201 ms
[1782128774.795067] seq=55 owd=362.745 ms
[1782128774.823574] seq=56 owd=371.257 ms
[1782128774.853362] seq=57 owd=381.039 ms
[1782128774.883788] seq=58 owd=391.465 ms
[1782128774.914286] seq=59 owd=401.968 ms
[1782128774.942438] seq=60 owd=410.125 ms
[1782128774.970067] seq=61 owd=417.744 ms
[1782128774.997494] seq=62 owd=425.172 ms
[1782128775.026575] seq=63 owd=434.265 ms
