# OWD receiver: AF43  port=5003
[1782823508.101984] seq=1 owd=0.269 ms
[1782823508.138687] seq=2 owd=16.935 ms
[1782823508.198796] seq=3 owd=57.047 ms
[1782823508.242468] seq=4 owd=80.688 ms
[1782823508.302440] seq=7 owd=80.693 ms
[1782823508.342455] seq=9 owd=80.708 ms
[1782823508.362416] seq=10 owd=80.667 ms
[1782823508.502451] seq=17 owd=80.705 ms
[1782823508.522511] seq=18 owd=80.676 ms
[1782823508.642463] seq=24 owd=80.715 ms
[1782823508.722427] seq=28 owd=80.680 ms
[1782823508.742424] seq=29 owd=80.682 ms
[1782823508.822427] seq=33 owd=80.681 ms
[1782823509.002481] seq=42 owd=80.737 ms
[1782823509.042451] seq=44 owd=80.702 ms
[1782823509.162451] seq=50 owd=80.699 ms
[1782823509.322472] seq=58 owd=80.706 ms
[1782823509.502447] seq=67 owd=80.701 ms
[1782823509.562437] seq=70 owd=80.690 ms
[1782823509.662448] seq=75 owd=80.705 ms
[1782823509.682427] seq=76 owd=80.683 ms
[1782823509.722419] seq=78 owd=80.673 ms
[1782823509.782451] seq=81 owd=80.701 ms
[1782823509.802430] seq=82 owd=80.679 ms
[1782823509.822439] seq=83 owd=80.659 ms
[1782823510.022434] seq=93 owd=80.690 ms
[1782823510.262465] seq=105 owd=80.711 ms
[1782823510.342428] seq=109 owd=80.681 ms
[1782823510.462472] seq=115 owd=80.730 ms
[1782823510.582471] seq=121 owd=80.717 ms
[1782823510.642451] seq=124 owd=80.692 ms
[1782823510.882485] seq=136 owd=80.742 ms
[1782823510.902456] seq=137 owd=80.707 ms
[1782823510.982425] seq=141 owd=80.677 ms
[1782823511.002405] seq=142 owd=80.688 ms
[1782823511.162462] seq=150 owd=80.706 ms
[1782823511.722461] seq=178 owd=80.709 ms
[1782823511.742424] seq=179 owd=80.677 ms
[1782823511.942451] seq=189 owd=80.706 ms
[1782823512.002476] seq=192 owd=80.701 ms
[1782823512.122453] seq=198 owd=80.709 ms
[1782823512.162426] seq=200 owd=80.671 ms
[1782823512.202425] seq=202 owd=80.668 ms
[1782823512.282431] seq=206 owd=80.683 ms
[1782823512.442451] seq=214 owd=80.703 ms
[1782823512.502418] seq=217 owd=80.679 ms
[1782823512.642492] seq=224 owd=80.756 ms
[1782823512.682460] seq=226 owd=80.687 ms
[1782823512.742441] seq=229 owd=80.696 ms
[1782823512.762417] seq=230 owd=80.670 ms
[1782823512.822541] seq=233 owd=80.800 ms
[1782823513.042454] seq=244 owd=80.705 ms
[1782823513.082425] seq=246 owd=80.678 ms
[1782823513.162423] seq=250 owd=80.678 ms
[1782823513.222451] seq=253 owd=80.689 ms
[1782823513.242392] seq=254 owd=80.670 ms
[1782823513.323056] seq=258 owd=81.304 ms
[1782823513.382444] seq=261 owd=80.688 ms
[1782823513.402417] seq=262 owd=80.662 ms
[1782823513.462423] seq=265 owd=80.668 ms
