time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,1494040787,766348443,400462664
2,1786653209,893008869,446478049
3,1784604823,891980471,445967840
4,1785741018,892543880,446245098
5,1785266491,892311251,446138053
6,1787268860,893307631,446627505
7,1785454999,892409641,446191868
8,1784948988,892166093,446051896
9,1785530035,892434351,446194964
10,1784886848,892121240,446042904
11,1786772683,893060037,446507860
12,1786012976,892693188,446329093
13,1784797089,892094586,446016250
14,1785320443,892329253,446147108
15,1783917648,891637147,445787696
16,1785998327,892664415,446323304
17,1788075436,893737402,446841952
18,1785123727,892230726,446093102
19,1786253829,892792208,446373570
20,1785333445,892371514,446176872
21,1785087465,892208742,446073332
22,1785244383,892300345,446123510
23,1786507543,892931268,446439169
24,1785454921,892409564,446182467
25,1784788312,892058779,446007365
26,1785499765,892445299,446200469
27,1785566135,892443367,446204355
28,1787994000,893683802,446815237
29,1784859765,892112624,446034019
30,1784725582,892040956,445998534
31,1784886365,892121443,446034180
32,1784596129,891976575,445975215
33,1787630606,893488918,446722381
34,1783631904,891494383,445725082
35,1788325754,893845336,446895934
36,1786152700,892758561,446361520
37,1784716292,892023532,445989512
38,1784248146,891824560,445894742
39,1787637880,893483611,446710624
40,1785311442,892329200,446147000
41,1784180556,891781797,445873075
42,1785726894,892541504,446239602
43,1786957793,893161080,446558509
44,1784913339,892135660,446050123
45,1785553072,892454354,446200845
46,1786760577,893053659,446504622
47,1784627230,891996288,445971850
48,1787387261,893357974,446656672
49,1785324399,892354121,446159371
50,1784850934,892121777,446043226
51,1787148095,893229974,446588413
52,1783951566,891649207,445807058
53,1785440383,892389445,446167934
54,1785056409,892219777,446087489
55,1785717902,892550497,446257801
56,1786781514,893059984,446508290
57,1785606618,892481703,446218764
58,1786928268,893137207,446546428
59,1784341071,891862457,445899944
60,1598126884,812189503,432915044
61,65,0,0
62,0,0,0
63,0,0,0
